age,sex,region,GEvote2015,EURef2016,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE2,work_stat,work_organisation,work_type,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
33,"Woman","South East","Missing","Remain",5,"The Guardian","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
44,"Woman","South West","Missing","Leave",7,"The Daily Mail / The Scottish Daily Mail","£5,000 to £9,999 per year","Not Asked or missing","16","No formal qualifications","E","Not working","Other","Other","Right","Somewhat positive effect","Neither positive nor negative","Very badly",7,"a Leaver"
43,"Man","Scotland","Missing","Remain",2,"The Times","£20,000 to £24,999 per year","Not Asked or missing","16","Teaching qualification (not degree)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Wrong","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
37,"Man","West Midlands","Missing","Remain",4,"None","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","D","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Somewhat negative effect","Neither positive nor negative","Don't know",7,"a Remainer"
60,"Woman","East of England","Missing","Leave",5,"The Guardian","Prefer not to answer","Not Asked or missing","16","City & Guilds certificate - advanced","B","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Fairly badly",10,"a Leaver"
55,"Woman","North West","Missing","Leave",9,"The Daily Mail / The Scottish Daily Mail","£5,000 to £9,999 per year","Not Asked or missing","15 or under","Other technical, professional or higher qualification","C1","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Neither positive nor negative","Neither positive nor negative","Fairly badly",8,"a Leaver"
46,"Woman","West Midlands","Missing","Leave",2,"The Times","Prefer not to answer","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working full time (30 or more hours per week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Somewhat positive effect","Fairly badly",5,"a Leaver"
32,"Man","South East","Missing","Did not vote",7,"None","Prefer not to answer","Not Asked or missing","Still at school/Full time student","Prefer not to say","D","Other","Other","Other","Don’t know","Don't know","Somewhat negative effect","Very badly",3,"Don’t know"
72,"Woman","South West","Missing","Remain",4,"None","£10,000 to £14,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","E","Retired","Other","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
35,"Woman","South East","Missing","Leave",7,"None","Don't know","Not Asked or missing","17-18","Other technical, professional or higher qualification","D","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Somewhat positive effect","Fairly well",9,"a Leaver"
67,"Woman","South West","Missing","Leave",9,"The Guardian","£5,000 to £9,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","A","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don’t know","Don't know","Don't know","Very badly",4,"Neither a Leaver nor a Remainer"
53,"Woman","East of England","Missing","Leave",3,"The Daily Mail / The Scottish Daily Mail","£5,000 to £9,999 per year","Not Asked or missing","20+","GCE A level or Higher Certificate","C1","Not working","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",3,"Neither a Leaver nor a Remainer"
73,"Woman","South West","Missing","Did not vote",2,"The Times","£5,000 to £9,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Retired","Nationalised industry or public corporation (e.g. Post Office)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Somewhat positive effect","Neither positive nor negative","Very badly",5,"a Leaver"
33,"Man","Scotland","Missing","Remain",1,"None","£15,000 to £19,999 per year","Not Asked or missing","19","GCE A level or Higher Certificate","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Very negative effect","Very negative effect","Very badly",3,"a Remainer"
52,"Man","South East","Missing","Remain",10,"The Guardian","£10,000 to £14,999 per year","Not Asked or missing","19","Scottish Higher Certificate","E","Not working","Other","Other","Wrong","Neither positive nor negative","Somewhat negative effect","Fairly badly",5,"a Remainer"
58,"Woman","East Midlands","Missing","Leave",0,"The Daily Mail / The Scottish Daily Mail","£15,000 to £19,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C2","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Neither positive nor negative","Neither positive nor negative","Fairly badly",3,"a Leaver"
29,"Man","London","Missing","Remain",9,"The Times","£45,000 to £49,999 per year","Not Asked or missing","20+","University diploma","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Somewhat negative effect","Fairly badly",0,"a Remainer"
62,"Woman","North West","Missing","Leave",4,"The Independent","£10,000 to £14,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Fairly badly",5,"a Leaver"
27,"Woman","South East","Missing","Remain",5,"Other Newspaper","£15,000 to £19,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working part time (8-29 hours a week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Don’t know","Neither positive nor negative","Neither positive nor negative","Fairly well",5,"Don’t know"
48,"Woman","North West","Missing","Leave",9,"None","Don't know","Not Asked or missing","20+","GCE A level or Higher Certificate","E","Not working","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Don't know","Don't know","Fairly badly",8,"Neither a Leaver nor a Remainer"
44,"Woman","South East","Missing","Leave",8,"The Guardian","£10,000 to £14,999 per year","Not Asked or missing","19","City & Guilds certificate - advanced","C2","Working full time (30 or more hours per week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Somewhat positive effect","Very badly",7,"a Leaver"
38,"Man","South East","Missing","Cannot remember",7,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Not Asked or missing","Can't remember","No formal qualifications","B","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Don't know","Don't know","Don't know",8,"Don’t know"
51,"Woman","South West","Missing","Remain",7,"The Times","£10,000 to £14,999 per year","Not Asked or missing","16","CSE grades 2-5","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
65,"Woman","South West","Missing","Remain",7,"The Independent","under £5,000 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Retired","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Neither positive nor negative","Very badly",5,"a Remainer"
74,"Woman","London","Missing","Leave",10,"Other Newspaper","£15,000 to £19,999 per year","Not Asked or missing","15 or under","Clerical and commercial","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Fairly well",7,"a Leaver"
70,"Woman","South West","Missing","Remain",4,"None","£10,000 to £14,999 per year","Not Asked or missing","15 or under","Clerical and commercial","A","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",2,"a Remainer"
66,"Woman","South East","Missing","Remain",3,"The Guardian","£20,000 to £24,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","D","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Somewhat negative effect","Neither positive nor negative","Very badly",3,"a Remainer"
52,"Woman","North East","Missing","Leave",10,"The Daily Mail / The Scottish Daily Mail","£5,000 to £9,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","B","Working part time (8-29 hours a week)","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very negative effect","Don't know","Very badly",8,"a Leaver"
37,"Man","London","Missing","Did not vote",0,"The Times","under £5,000 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","E","Unemployed","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Neither positive nor negative","Neither positive nor negative","Very badly",10,"Neither a Leaver nor a Remainer"
45,"Woman","Scotland","Missing","Remain",3,"None","Prefer not to answer","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","B","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",10,"a Remainer"
70,"Woman","East of England","Missing","Leave",1,"The Guardian","Don't know","Not Asked or missing","17-18","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","E","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",3,"Neither a Leaver nor a Remainer"
76,"Woman","West Midlands","Missing","Remain",2,"The Daily Mail / The Scottish Daily Mail","£10,000 to £14,999 per year","Not Asked or missing","20+","Teaching qualification (not degree)","A","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
62,"Woman","Scotland","Missing","Remain",4,"The Times","Prefer not to answer","Not Asked or missing","15 or under","Recognised trade apprenticeship completed","E","Other","Other","Other","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",8,"Neither a Leaver nor a Remainer"
57,"Woman","London","Missing","Remain",6,"None","£35,000 to £39,999 per year","Not Asked or missing","16","GCE A level or Higher Certificate","A","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
43,"Woman","Scotland","Missing","Remain",0,"The Guardian","£5,000 to £9,999 per year","Not Asked or missing","17-18","Scottish Higher Certificate","C1","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",3,"a Remainer"
73,"Woman","South East","Missing","Remain",6,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Not Asked or missing","20+","GCE A level or Higher Certificate","A","Retired","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Don’t know","Don't know","Neither positive nor negative","Very badly",0,"Neither a Leaver nor a Remainer"
66,"Man","North East","Missing","Remain",10,"The Times","£25,000 to £29,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Neither positive nor negative","Fairly badly",3,"a Remainer"
67,"Woman","South East","Missing","Remain",6,"None","£5,000 to £9,999 per year","Not Asked or missing","20+","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","A","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
64,"Woman","South West","Missing","Leave",1,"None","£15,000 to £19,999 per year","Not Asked or missing","17-18","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","C1","Retired","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Neither positive nor negative","Fairly well",9,"a Leaver"
60,"Man","South West","Missing","Did not vote",6,"None","£20,000 to £24,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Neither positive nor negative","Very badly",0,"a Remainer"
52,"Woman","Yorkshire and the Humber","Missing","Leave",7,"The Guardian","£10,000 to £14,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Fairly badly",7,"a Leaver"
68,"Man","South East","Missing","Remain",5,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Not Asked or missing","Can't remember","Prefer not to say","C2","Working part time (Less than 8 hours a week)","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Don't know","Don't know","Fairly well",3,"a Remainer"
63,"Woman","Scotland","Missing","Remain",2,"The Times","£15,000 to £19,999 per year","Not Asked or missing","16","Scottish Ordinary/ Lower Certificate","A","Retired","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Don't know","Very badly",0,"a Remainer"
33,"Man","Wales","Missing","Remain",8,"None","£25,000 to £29,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
44,"Man","East of England","Missing","Remain",0,"The Guardian","£20,000 to £24,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
53,"Woman","Scotland","Missing","Remain",6,"The Daily Mail / The Scottish Daily Mail","£25,000 to £29,999 per year","Not Asked or missing","16","Scottish Ordinary/ Lower Certificate","A","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
61,"Man","East of England","Missing","Remain",9,"The Times","£25,000 to £29,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Retired","Charity/voluntary sector","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Neither positive nor negative","Somewhat negative effect","Fairly badly",0,"Neither a Leaver nor a Remainer"
62,"Man","North West","Missing","Remain",2,"The Independent","under £5,000 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","E","Unemployed","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
63,"Woman","West Midlands","Missing","Remain",9,"Other Newspaper","£25,000 to £29,999 per year","Not Asked or missing","16","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","C1","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Neither positive nor negative","Somewhat negative effect","Fairly badly",5,"a Remainer"
44,"Man","Wales","Missing","Remain",2,"None","£30,000 to £34,999 per year","Not Asked or missing","19","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C2","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
28,"Man","London","Missing","Remain",9,"The Guardian","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
37,"Woman","West Midlands","Missing","Leave",8,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Neither positive nor negative","Don't know","Fairly badly",5,"Neither a Leaver nor a Remainer"
74,"Woman","East of England","Missing","Leave",5,"The Times","£20,000 to £24,999 per year","Not Asked or missing","17-18","Other technical, professional or higher qualification","B","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",9,"a Leaver"
61,"Man","North West","Missing","Leave",4,"The Independent","Don't know","Not Asked or missing","15 or under","No formal qualifications","A","Working full time (30 or more hours per week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Somewhat positive effect","Fairly badly",5,"Neither a Leaver nor a Remainer"
67,"Woman","East of England","Missing","Did not vote",2,"Other Newspaper","£40,000 to £44,999 per year","Not Asked or missing","19","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","C1","Retired","Other public sector employer (e.g. Central Government)","Other","Right","Somewhat positive effect","Somewhat positive effect","Fairly badly",8,"Neither a Leaver nor a Remainer"
41,"Woman","South East","Missing","Remain",4,"None","£45,000 to £49,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Don't know","Very badly",7,"a Remainer"
42,"Man","Wales","Missing","Did not vote",1,"The Guardian","Don't know","Not Asked or missing","16","Prefer not to say","D","Other","Other","Other","Don’t know","Don't know","Don't know","Don't know",5,"Don’t know"
60,"Man","South East","Missing","Remain",9,"The Daily Mail / The Scottish Daily Mail","£20,000 to £24,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly well",8,"a Remainer"
54,"Woman","South East","Missing","Leave",3,"The Times","£35,000 to £39,999 per year","Not Asked or missing","20+","Other technical, professional or higher qualification","B","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Neither positive nor negative","Fairly well",7,"a Leaver"
39,"Woman","East of England","Missing","Remain",10,"None","£45,000 to £49,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working full time (30 or more hours per week)","Charity/voluntary sector","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",3,"a Remainer"
36,"Woman","South East","Missing","Remain",1,"The Guardian","£35,000 to £39,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
52,"Man","London","Missing","Remain",3,"The Daily Mail / The Scottish Daily Mail","£60,000 to £69,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","B","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",3,"a Remainer"
65,"Woman","South East","Missing","Remain",0,"The Times","Don't know","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Retired","Other","Other","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly well",4,"a Remainer"
28,"Woman","North East","Missing","Remain",7,"None","£10,000 to £14,999 per year","Not Asked or missing","Still at school/Full time student","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",2,"a Remainer"
61,"Man","Scotland","Missing","Remain",7,"The Guardian","£50,000 to £59,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Neither positive nor negative","Very badly",1,"a Remainer"
73,"Woman","South West","Missing","Remain",0,"The Daily Mail / The Scottish Daily Mail","£70,000 to £99,999 per year","Not Asked or missing","16","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Retired","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",3,"a Remainer"
45,"Man","East of England","Missing","Leave",4,"The Times","£45,000 to £49,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Somewhat positive effect","Very badly",7,"a Leaver"
53,"Man","West Midlands","Missing","Leave",6,"None","Prefer not to answer","Not Asked or missing","17-18","GCE A level or Higher Certificate","B","Working full time (30 or more hours per week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Very positive effect","Fairly badly",4,"Neither a Leaver nor a Remainer"
63,"Man","East of England","Missing","Remain",8,"None","£5,000 to £9,999 per year","Not Asked or missing","16","ONC","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",2,"a Remainer"
79,"Man","South East","Missing","Remain",0,"None","£70,000 to £99,999 per year","Not Asked or missing","20+","Other technical, professional or higher qualification","B","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Neither positive nor negative","Neither positive nor negative","Fairly badly",2,"a Leaver"
65,"Woman","London","Missing","Leave",1,"The Guardian","£15,000 to £19,999 per year","Not Asked or missing","17-18","City & Guilds certificate","B","Retired","Nationalised industry or public corporation (e.g. Post Office)","Other","Right","Neither positive nor negative","Somewhat positive effect","Very badly",5,"a Leaver"
61,"Man","North East","Missing","Leave",4,"The Daily Mail / The Scottish Daily Mail","£10,000 to £14,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Very positive effect","Very badly",7,"a Leaver"
77,"Man","Scotland","Missing","Leave",10,"The Times","Prefer not to answer","Not Asked or missing","17-18","Other technical, professional or higher qualification","A","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Neither positive nor negative","Fairly badly",10,"a Leaver"
69,"Woman","Scotland","Missing","Remain",1,"None","£5,000 to £9,999 per year","Not Asked or missing","20+","Teaching qualification (not degree)","E","Retired","Other public sector employer (e.g. Central Government)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Very negative effect","Very negative effect","Very badly",3,"a Remainer"
64,"Man","Wales","Missing","Leave",3,"The Guardian","Prefer not to answer","Not Asked or missing","17-18","Other technical, professional or higher qualification","A","Retired","Other","Skilled Manual Work (e.g. plumber, electrician, fitter)","Don’t know","Somewhat negative effect","Very negative effect","Very badly",2,"Neither a Leaver nor a Remainer"
69,"Woman","East of England","Missing","Remain",7,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Retired","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",2,"a Remainer"
72,"Woman","Yorkshire and the Humber","Missing","Remain",0,"The Times","£10,000 to £14,999 per year","Not Asked or missing","19","Other technical, professional or higher qualification","C1","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",3,"a Remainer"
