age,sex,region,GEvote2015,EURef2016,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE2,work_stat,work_organisation,work_type,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
52,"Woman","South East","Green","Leave",4,"None","Prefer not to answer","Prefer not to answer","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Not working","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Very positive effect","Don't know",7,"Neither a Leaver nor a Remainer"
47,"Man","London","DK or did not vote","Did not vote",10,"The Guardian","£45,000 to £49,999 per year","£45,000 to £49,999 per year","20+","University diploma","C2","Working full time (30 or more hours per week)","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Somewhat negative effect","Very negative effect","Very badly",1,"a Remainer"
79,"Man","London","Conservative","Remain",5,"The Daily Telegraph","£25,000 to £29,999 per year","£25,000 to £29,999 per year","15 or under","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Working part time (8-29 hours a week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Neither positive nor negative","Very badly",0,"a Remainer"
67,"Woman","London","UKIP","Leave",5,"The Daily Telegraph","£10,000 to £14,999 per year","£20,000 to £24,999 per year","15 or under","No formal qualifications","D","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Somewhat positive effect","Fairly well",5,"a Leaver"
68,"Woman","South East","DK or did not vote","Remain",6,"The Mirror / Daily Record","£10,000 to £14,999 per year","£10,000 to £14,999 per year","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","D","Retired","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don’t know","Neither positive nor negative","Don't know","Don't know",0,"a Remainer"
35,"Woman","South West","Conservative","Remain",7,"None","Prefer not to answer","Prefer not to answer","20+","Other technical, professional or higher qualification","B","Not working","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Somewhat negative effect","Don't know",5,"a Remainer"
42,"Man","North East","Labour","Leave",1,"Other local daily morning newspaper","under £5,000 per year","under £5,000 per year","19","ONC","E","Other","Other","Other","Right","Very positive effect","Very positive effect","Very badly",2,"a Leaver"
40,"Man","London","Conservative","Leave",0,"The Daily Mail / The Scottish Daily Mail","£30,000 to £34,999 per year","£60,000 to £69,999 per year","16","Prefer not to say","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Neither positive nor negative","Neither positive nor negative","Don't know",10,"a Leaver"
34,"Woman","South East","DK or did not vote","Did not vote",0,"None","under £5,000 per year","£20,000 to £24,999 per year","16","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working part time (Less than 8 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don’t know","Don't know","Neither positive nor negative","Fairly badly",8,"Neither a Leaver nor a Remainer"
40,"Woman","East of England","Labour","Leave",6,"None","£20,000 to £24,999 per year","£25,000 to £29,999 per year","20+","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","C1","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Neither positive nor negative","Fairly badly",2,"Neither a Leaver nor a Remainer"
36,"Man","East Midlands","DK or did not vote","Cannot remember",1,"None","Prefer not to answer","Prefer not to answer","20+","University diploma","A","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don’t know","Don't know","Don't know","Don't know",8,"Don’t know"
35,"Woman","South East","Liberal Democrat","Remain",7,"None","Prefer not to answer","Prefer not to answer","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Somewhat negative effect","Very badly",1,"a Remainer"
66,"Woman","North West","Conservative","Leave",7,"None","£5,000 to £9,999 per year","£25,000 to £29,999 per year","20+","Other technical, professional or higher qualification","A","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Don't know","Don't know",5,"a Leaver"
62,"Man","Wales","Plaid","Did not vote",5,"Other Newspaper","under £5,000 per year","under £5,000 per year","16","CSE grade 1, GCE O level, GCSE, School Certificate","E","Unemployed","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Somewhat negative effect","Don't know","Don't know",6,"Neither a Leaver nor a Remainer"
34,"Woman","South East","Liberal Democrat","Did not vote",3,"None","£20,000 to £24,999 per year","£35,000 to £39,999 per year","20+","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","C1","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",9,"Neither a Leaver nor a Remainer"
57,"Man","Scotland","Labour","Remain",7,"None","£40,000 to £44,999 per year","£70,000 to £99,999 per year","20+","Other technical, professional or higher qualification","C1","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
28,"Woman","Wales","Plaid","Remain",6,"None","under £5,000 per year","£10,000 to £14,999 per year","20+","University diploma","C2","Unemployed","Skipped","Other","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",5,"Neither a Leaver nor a Remainer"
72,"Woman","Scotland","Liberal Democrat","Remain",3,"Other Newspaper","Prefer not to answer","Prefer not to answer","15 or under","Clerical and commercial","C1","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Somewhat positive effect","Neither positive nor negative","Fairly badly",5,"Neither a Leaver nor a Remainer"
27,"Woman","West Midlands","UKIP","Did not vote",0,"The Sun","under £5,000 per year","£5,000 to £9,999 per year","17-18","City & Guilds certificate","C1","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Very negative effect","Very negative effect","Very badly",6,"a Remainer"
21,"Woman","East of England","Labour","Remain",7,"None","under £5,000 per year","£15,000 to £19,999 per year","Still at school/Full time student","University diploma","D","Full time student","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Don't know","Very badly",3,"a Remainer"
34,"Man","London","Labour","Leave",3,"None","£35,000 to £39,999 per year","£45,000 to £49,999 per year","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",4,"a Remainer"
49,"Woman","South West","Labour","Leave",5,"None","£10,000 to £14,999 per year","£5,000 to £9,999 per year","17-18","CSE grades 2-5","E","Not working","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Very positive effect","Don't know",5,"a Leaver"
53,"Woman","London","Labour","Remain",7,"None","Prefer not to answer","£20,000 to £24,999 per year","17-18","City & Guilds certificate","C1","Not working","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
64,"Woman","West Midlands","Conservative","Remain",6,"The Daily Telegraph","£10,000 to £14,999 per year","£30,000 to £34,999 per year","20+","Teaching qualification (not degree)","C1","Retired","Charity/voluntary sector","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Don't know",5,"a Remainer"
33,"Woman","West Midlands","Liberal Democrat","Remain",8,"The Guardian","£40,000 to £44,999 per year","£60,000 to £69,999 per year","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Don't know","Don't know","Fairly badly",1,"a Remainer"
56,"Man","Scotland","Liberal Democrat","Remain",8,"The Guardian","£60,000 to £69,999 per year","£70,000 to £99,999 per year","17-18","Other technical, professional or higher qualification","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Neither positive nor negative","Very badly",1,"a Remainer"
53,"Woman","South West","Labour","Remain",5,"None","Prefer not to answer","Prefer not to answer","16","CSE grades 2-5","C2","Not working","Other","Other","Wrong","Very negative effect","Very negative effect","Very badly",0,"Neither a Leaver nor a Remainer"
66,"Man","North West","Labour","Remain",7,"The Times","£15,000 to £19,999 per year","£15,000 to £19,999 per year","20+","Other technical, professional or higher qualification","C1","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
66,"Man","South East","Labour","Remain",9,"The Guardian","Prefer not to answer","Prefer not to answer","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
83,"Man","South West","Conservative","Leave",5,"None","Prefer not to answer","Prefer not to answer","16","GCE A level or Higher Certificate","C1","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Don't know","Very badly",2,"a Leaver"
58,"Man","West Midlands","Conservative","Leave",7,"The Daily Star / The Daily Star of Scotland","£10,000 to £14,999 per year","£5,000 to £9,999 per year","16","City & Guilds certificate","D","Unemployed","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Very positive effect","Fairly well",5,"a Leaver"
54,"Man","London","DK or did not vote","Remain",6,"None","£30,000 to £34,999 per year","£10,000 to £14,999 per year","15 or under","Recognised trade apprenticeship completed","E","Not working","Skipped","Other","Wrong","Somewhat negative effect","Neither positive nor negative","Very badly",3,"a Remainer"
72,"Man","North West","Labour","Remain",10,"The Guardian","£20,000 to £24,999 per year","£20,000 to £24,999 per year","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
87,"Man","North East","Labour","Leave",3,"None","£15,000 to £19,999 per year","£15,000 to £19,999 per year","16","Recognised trade apprenticeship completed","A","Retired","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Very positive effect","Fairly well",5,"a Leaver"
45,"Woman","South West","Conservative","Leave",5,"None","£25,000 to £29,999 per year","£25,000 to £29,999 per year","16","CSE grades 2-5","C2","Not working","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Neither positive nor negative","Fairly well",7,"a Leaver"
67,"Man","Wales","Conservative","Remain",7,"The Sun","£5,000 to £9,999 per year","£15,000 to £19,999 per year","16","Teaching qualification (not degree)","C2","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don’t know","Somewhat positive effect","Neither positive nor negative","Fairly well",5,"Neither a Leaver nor a Remainer"
50,"Woman","Wales","Labour","Remain",2,"The Independent","£10,000 to £14,999 per year","£30,000 to £34,999 per year","20+","University diploma","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",4,"a Remainer"
21,"Man","North West","UKIP","Remain",7,"Other Newspaper","Don't know","Don't know","17-18","Prefer not to say","E","Other","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Very negative effect","Somewhat negative effect","Fairly badly",5,"Neither a Leaver nor a Remainer"
79,"Woman","South West","Conservative","Leave",6,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Prefer not to answer","15 or under","CSE grade 1, GCE O level, GCSE, School Certificate","E","Retired","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
63,"Man","North West","UKIP","Leave",7,"The Daily Mail / The Scottish Daily Mail","£25,000 to £29,999 per year","£45,000 to £49,999 per year","15 or under","City & Guilds certificate - advanced","C2","Working full time (30 or more hours per week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Very positive effect","Fairly well",10,"a Leaver"
60,"Man","North West","Labour","Remain",10,"The Guardian","£15,000 to £19,999 per year","£20,000 to £24,999 per year","16","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Retired","Charity/voluntary sector","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",0,"Neither a Leaver nor a Remainer"
46,"Man","Scotland","Conservative","Remain",8,"None","£45,000 to £49,999 per year","£60,000 to £69,999 per year","16","No formal qualifications","B","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Neither positive nor negative","Neither positive nor negative","Fairly well",4,"Neither a Leaver nor a Remainer"
66,"Man","North West","Conservative","Remain",10,"The Daily Telegraph","£35,000 to £39,999 per year","£30,000 to £34,999 per year","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Working part time (Less than 8 hours a week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly well",5,"a Leaver"
62,"Woman","East of England","Conservative","Remain",7,"The Daily Telegraph","Don't know","£30,000 to £34,999 per year","17-18","Other technical, professional or higher qualification","A","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don’t know","Don't know","Don't know","Fairly badly",8,"Neither a Leaver nor a Remainer"
72,"Man","South West","Conservative","Leave",6,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Prefer not to answer","15 or under","No formal qualifications","C2","Retired","Skipped","Other","Right","Very positive effect","Very positive effect","Fairly badly",7,"a Leaver"
68,"Man","South East","Conservative","Leave",7,"The Sun","£70,000 to £99,999 per year","£60,000 to £69,999 per year","16","CSE grade 1, GCE O level, GCSE, School Certificate","D","Working full time (30 or more hours per week)","Self-employed","Other","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",5,"a Leaver"
72,"Man","South East","Green","Remain",8,"The Daily Mail / The Scottish Daily Mail","£20,000 to £24,999 per year","£35,000 to £39,999 per year","16","Other technical, professional or higher qualification","A","Retired","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Somewhat negative effect","Don't know",2,"Don’t know"
65,"Man","Scotland","Conservative","Leave",8,"The Express","£15,000 to £19,999 per year","£15,000 to £19,999 per year","16","No formal qualifications","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",8,"a Leaver"
76,"Woman","South East","UKIP","Leave",7,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Prefer not to answer","17-18","GCE A level or Higher Certificate","C2","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Very positive effect","Don't know",9,"a Leaver"
58,"Man","West Midlands","Labour","Remain",5,"Other Newspaper","£15,000 to £19,999 per year","£15,000 to £19,999 per year","19","GCE A level or Higher Certificate","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Don't know","Fairly badly",6,"a Remainer"
22,"Man","North West","Green","Remain",1,"None","under £5,000 per year","Don't know","Still at school/Full time student","GCE A level or Higher Certificate","C1","Full time student","Have never worked","Have never worked","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
65,"Man","South West","UKIP","Leave",3,"None","£5,000 to £9,999 per year","£10,000 to £14,999 per year","15 or under","No formal qualifications","D","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Somewhat negative effect","Very negative effect","Don't know",5,"a Leaver"
59,"Woman","West Midlands","Conservative","Leave",8,"None","£15,000 to £19,999 per year","£15,000 to £19,999 per year","16","City & Guilds certificate","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Neither positive nor negative","Don't know",9,"a Leaver"
31,"Man","Scotland","Labour","Remain",9,"The Guardian","£5,000 to £9,999 per year","Prefer not to answer","20+","Prefer not to say","E","Working part time (8-29 hours a week)","Charity/voluntary sector","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
49,"Woman","Wales","Plaid","Remain",5,"None","£25,000 to £29,999 per year","£25,000 to £29,999 per year","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Other","Wrong","Very negative effect","Very negative effect","Very badly",0,"Neither a Leaver nor a Remainer"
72,"Man","South West","Conservative","Leave",6,"The Daily Telegraph","Prefer not to answer","Prefer not to answer","16","City & Guilds certificate","C1","Retired","Skipped","Other","Right","Neither positive nor negative","Neither positive nor negative","Fairly badly",6,"a Leaver"
71,"Woman","South West","Labour","Remain",6,"The Guardian","£15,000 to £19,999 per year","£45,000 to £49,999 per year","17-18","Other technical, professional or higher qualification","A","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
59,"Man","South West","Conservative","Leave",9,"Other Newspaper","£25,000 to £29,999 per year","£25,000 to £29,999 per year","16","City & Guilds certificate","C2","Working full time (30 or more hours per week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Somewhat positive effect","Don't know",7,"a Leaver"
76,"Man","South West","UKIP","Leave",6,"Other Newspaper","£5,000 to £9,999 per year","£5,000 to £9,999 per year","15 or under","No formal qualifications","D","Retired","Skipped","Other","Right","Neither positive nor negative","Neither positive nor negative","Fairly well",10,"a Leaver"
59,"Woman","Wales","DK or did not vote","Did not vote",7,"The Independent","£20,000 to £24,999 per year","£30,000 to £34,999 per year","16","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Very badly",1,"a Remainer"
30,"Man","South West","Conservative","Remain",7,"None","£50,000 to £59,999 per year","£50,000 to £59,999 per year","20+","Other technical, professional or higher qualification","B","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Fairly badly",0,"a Remainer"
58,"Woman","East Midlands","Liberal Democrat","Remain",8,"The Times","£25,000 to £29,999 per year","£25,000 to £29,999 per year","17-18","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Neither positive nor negative","Very badly",2,"Neither a Leaver nor a Remainer"
76,"Woman","Yorkshire and the Humber","Labour","Leave",7,"None","£10,000 to £14,999 per year","£30,000 to £34,999 per year","15 or under","Recognised trade apprenticeship completed","D","Retired","Charity/voluntary sector","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don’t know","Don't know","Don't know","Don't know",5,"a Leaver"
70,"Man","South East","Conservative","Remain",6,"None","£40,000 to £44,999 per year","£30,000 to £34,999 per year","17-18","GCE A level or Higher Certificate","A","Working part time (Less than 8 hours a week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Somewhat negative effect","Don't know",5,"a Remainer"
37,"Man","London","DK or did not vote","Remain",5,"The Daily Mail / The Scottish Daily Mail","£20,000 to £24,999 per year","£20,000 to £24,999 per year","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Somewhat positive effect","Don't know",5,"a Leaver"
37,"Man","North West","DK or did not vote","Remain",7,"None","£15,000 to £19,999 per year","£35,000 to £39,999 per year","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C2","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",5,"a Remainer"
68,"Man","Wales","Conservative","Remain",9,"The Times","Prefer not to answer","Prefer not to answer","20+","Other technical, professional or higher qualification","B","Retired","Charity/voluntary sector","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",9,"a Remainer"
48,"Man","West Midlands","Conservative","Leave",7,"None","under £5,000 per year","under £5,000 per year","16","CSE grade 1, GCE O level, GCSE, School Certificate","E","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
23,"Woman","Yorkshire and the Humber","Labour","Remain",7,"The Independent","£5,000 to £9,999 per year","Don't know","Still at school/Full time student","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Full time student","Skipped","Other","Wrong","Very negative effect","Neither positive nor negative","Fairly badly",1,"a Remainer"
77,"Man","South East","UKIP","Leave",6,"The Daily Telegraph","Prefer not to answer","Prefer not to answer","16","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Retired","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Don't know","Very badly",10,"a Leaver"
47,"Man","West Midlands","Green","Remain",9,"The Guardian","£30,000 to £34,999 per year","£30,000 to £34,999 per year","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",0,"Neither a Leaver nor a Remainer"
44,"Man","Scotland","DK or did not vote","Remain",5,"None","£5,000 to £9,999 per year","£5,000 to £9,999 per year","15 or under","City & Guilds certificate","D","Unemployed","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Don't know","Don't know","Very badly",5,"a Remainer"
47,"Man","East of England","UKIP","Leave",7,"The Express","£35,000 to £39,999 per year","£45,000 to £49,999 per year","19","Teaching qualification (not degree)","C2","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Neither positive nor negative","Don't know",6,"a Leaver"
65,"Woman","South East","Conservative","Did not vote",2,"None","Prefer not to answer","Don't know","15 or under","Prefer not to say","D","Retired","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don’t know","Don't know","Neither positive nor negative","Don't know",5,"Neither a Leaver nor a Remainer"
73,"Man","South East","Conservative","Remain",5,"The Daily Telegraph","£20,000 to £24,999 per year","£20,000 to £24,999 per year","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","D","Retired","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Don't know",0,"a Leaver"
53,"Man","East Midlands","Labour","Leave",7,"The Daily Star / The Daily Star of Scotland","£20,000 to £24,999 per year","£35,000 to £39,999 per year","16","No formal qualifications","D","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Somewhat positive effect","Neither positive nor negative","Fairly badly",10,"a Leaver"
66,"Woman","Wales","Plaid","Remain",6,"The Independent","£15,000 to £19,999 per year","£50,000 to £59,999 per year","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
55,"Woman","West Midlands","Labour","Remain",8,"The Independent","£35,000 to £39,999 per year","£35,000 to £39,999 per year","17-18","University or CNAA higher degree (e.g. M.Sc, Ph.D)","B","Working full time (30 or more hours per week)","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Don't know","Very badly",0,"a Remainer"
56,"Man","West Midlands","Conservative","Remain",7,"The Independent","£70,000 to £99,999 per year","£70,000 to £99,999 per year","17-18","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Neither positive nor negative","Don't know",3,"a Remainer"
49,"Woman","North West","Conservative","Leave",7,"The Sun","£15,000 to £19,999 per year","£70,000 to £99,999 per year","16","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Fairly well",9,"a Leaver"
