age,sex,region,EURef2016,work_stat,work_organisation,work_type,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
39,"Woman","South West","Leave","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Other","Somewhat negative effect","Don't know","Very badly",3,"a Leaver"
43,"Man","Wales","Leave","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Very badly",5,"Neither a Leaver nor a Remainer"
68,"Woman","London","Leave","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Somewhat positive effect","Fairly badly",9,"a Leaver"
63,"Woman","North East","Leave","Unemployed","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
58,"Woman","Scotland","Remain","Unemployed","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Don't know","Fairly badly",3,"a Remainer"
72,"Woman","South East","Remain","Retired","Other public sector employer (e.g. Central Government)","Other","Neither positive nor negative","Neither positive nor negative","Very badly",0,"Neither a Leaver nor a Remainer"
37,"Man","South West","Remain","Unemployed","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
69,"Woman","Yorkshire and the Humber","Remain","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",3,"a Remainer"
71,"Woman","West Midlands","Remain","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Don't know","Fairly badly",5,"Neither a Leaver nor a Remainer"
64,"Man","South East","Leave","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Neither positive nor negative","Neither positive nor negative","Very badly",10,"a Leaver"
29,"Man","Yorkshire and the Humber","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Have never worked","Very positive effect","Very positive effect","Don't know",5,"Neither a Leaver nor a Remainer"
71,"Man","North East","Leave","Retired","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Somewhat positive effect","Neither positive nor negative","Very badly",5,"a Leaver"
62,"Woman","South West","Remain","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
76,"Man","East Midlands","Remain","Retired","Nationalised industry or public corporation (e.g. Post Office)","Other","Don't know","Neither positive nor negative","Very badly",10,"a Leaver"
62,"Woman","Wales","Leave","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat positive effect","Somewhat positive effect","Fairly badly",5,"a Leaver"
55,"Man","Yorkshire and the Humber","Remain","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Somewhat negative effect","Fairly badly",0,"Don’t know"
70,"Woman","North West","Remain","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
65,"Woman","East Midlands","Leave","Not working","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very positive effect","Very positive effect","Fairly badly",10,"a Leaver"
48,"Man","South East","Leave","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Other","Very positive effect","Very positive effect","Very badly",7,"Neither a Leaver nor a Remainer"
72,"Man","South East","Did not vote","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Neither positive nor negative","Don't know",5,"a Remainer"
26,"Man","West Midlands","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Somewhat negative effect","Fairly badly",0,"a Remainer"
60,"Man","North West","Remain","Retired","Other","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
54,"Woman","South East","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Very badly",6,"Neither a Leaver nor a Remainer"
33,"Woman","West Midlands","Leave","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Don't know","Very badly",6,"a Leaver"
39,"Woman","North West","Remain","Working part time (8-29 hours a week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Very badly",3,"Neither a Leaver nor a Remainer"
67,"Woman","North West","Leave","Retired","Other","Other","Very positive effect","Neither positive nor negative","Fairly badly",5,"a Leaver"
74,"Man","North West","Remain","Retired","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Somewhat negative effect","Neither positive nor negative","Don't know",5,"a Remainer"
74,"Man","Scotland","Leave","Retired","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Somewhat positive effect","Fairly badly",9,"a Leaver"
65,"Man","Yorkshire and the Humber","Leave","Not working","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
77,"Man","East of England","Leave","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
75,"Man","South East","Remain","Retired","Nationalised industry or public corporation (e.g. Post Office)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
70,"Woman","South East","Leave","Retired","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very positive effect","Very positive effect","Fairly well",5,"a Leaver"
38,"Woman","Wales","Did not vote","Not working","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Neither positive nor negative","Fairly badly",10,"a Leaver"
46,"Woman","South West","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
71,"Man","North West","Leave","Retired","Nationalised industry or public corporation (e.g. Post Office)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Very positive effect","Very badly",0,"a Leaver"
34,"Woman","Scotland","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat negative effect","Don't know","Fairly badly",2,"a Remainer"
58,"Man","Scotland","Remain","Retired","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
53,"Woman","West Midlands","Leave","Not working","Other","Have never worked","Very positive effect","Very positive effect","Fairly well",5,"a Leaver"
50,"Man","West Midlands","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Somewhat positive effect","Fairly badly",5,"a Leaver"
46,"Woman","London","Leave","Not working","Nationalised industry or public corporation (e.g. Post Office)","Other","Neither positive nor negative","Neither positive nor negative","Fairly badly",10,"Neither a Leaver nor a Remainer"
67,"Woman","South East","Leave","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Very badly",7,"a Leaver"
71,"Woman","Yorkshire and the Humber","Remain","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
60,"Man","Yorkshire and the Humber","Leave","Retired","Nationalised industry or public corporation (e.g. Post Office)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Neither positive nor negative","Very positive effect","Very badly",5,"a Leaver"
69,"Man","West Midlands","Remain","Retired","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don't know","Don't know","Don't know",5,"Don’t know"
29,"Man","East Midlands","Remain","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Neither positive nor negative","Fairly badly",3,"a Remainer"
28,"Man","Scotland","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
31,"Woman","West Midlands","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat positive effect","Somewhat positive effect","Don't know",5,"Don’t know"
66,"Woman","East of England","Leave","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Somewhat positive effect","Very positive effect","Fairly well",3,"a Leaver"
37,"Woman","East of England","Remain","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Fairly badly",0,"a Remainer"
84,"Man","South West","Leave","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Very positive effect","Fairly well",10,"a Leaver"
31,"Woman","Wales","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
69,"Man","South East","Remain","Retired","Nationalised industry or public corporation (e.g. Post Office)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very negative effect","Very negative effect","Fairly badly",5,"a Remainer"
48,"Woman","South East","Remain","Working full time (30 or more hours per week)","Charity/voluntary sector","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Neither positive nor negative","Very badly",5,"Neither a Leaver nor a Remainer"
33,"Man","North West","Leave","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very positive effect","Very positive effect","Very badly",5,"a Leaver"
50,"Man","North West","Remain","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
25,"Man","London","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Very badly",6,"a Leaver"
66,"Woman","Yorkshire and the Humber","Leave","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Neither positive nor negative","Very badly",7,"a Leaver"
65,"Man","East of England","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
54,"Man","Scotland","Remain","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
68,"Woman","South East","Leave","Retired","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Very positive effect","Very badly",8,"a Leaver"
47,"Woman","West Midlands","Remain","Working part time (8-29 hours a week)","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
67,"Woman","London","Leave","Retired","Other","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Neither positive nor negative","Neither positive nor negative","Very badly",5,"a Leaver"
43,"Man","London","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Somewhat positive effect","Very badly",3,"a Leaver"
60,"Man","South East","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Neither positive nor negative","Fairly badly",5,"a Remainer"
56,"Man","Wales","Leave","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat positive effect","Somewhat positive effect","Very badly",5,"a Leaver"
51,"Woman","Yorkshire and the Humber","Remain","Working part time (Less than 8 hours a week)","Other public sector employer (e.g. Central Government)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Very negative effect","Very badly",3,"a Remainer"
59,"Man","South East","Remain","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Neither positive nor negative","Very badly",0,"a Remainer"
77,"Woman","South West","Leave","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Neither positive nor negative","Neither positive nor negative","Fairly badly",8,"Neither a Leaver nor a Remainer"
46,"Woman","East Midlands","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Neither positive nor negative","Very badly",5,"a Leaver"
47,"Woman","Yorkshire and the Humber","Remain","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat negative effect","Neither positive nor negative","Fairly badly",5,"a Remainer"
26,"Woman","South East","Did not vote","Other","Other","Have never worked","Don't know","Don't know","Don't know",6,"a Remainer"
81,"Woman","East of England","Leave","Retired","Other","Other","Very positive effect","Very positive effect","Fairly badly",6,"a Leaver"
51,"Woman","London","Leave","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Other","Very positive effect","Neither positive nor negative","Very badly",10,"Neither a Leaver nor a Remainer"
63,"Woman","East of England","Leave","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Very badly",8,"a Leaver"
74,"Woman","South East","Remain","Retired","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Neither positive nor negative","Very badly",5,"a Remainer"
34,"Woman","East Midlands","Leave","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Very badly",4,"a Leaver"
81,"Woman","North West","Remain","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Fairly well",5,"a Leaver"
34,"Man","West Midlands","Did not vote","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Neither positive nor negative","Fairly badly",2,"Neither a Leaver nor a Remainer"
70,"Man","South East","Leave","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Very positive effect","Very badly",5,"a Leaver"
37,"Man","London","Remain","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
86,"Man","West Midlands","Leave","Retired","Nationalised industry or public corporation (e.g. Post Office)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Somewhat positive effect","Very positive effect","Fairly badly",10,"a Leaver"
46,"Woman","West Midlands","Leave","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Somewhat positive effect","Fairly badly",8,"a Leaver"
56,"Man","East Midlands","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Somewhat positive effect","Don't know",5,"Neither a Leaver nor a Remainer"
65,"Man","Wales","Leave","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
48,"Woman","Yorkshire and the Humber","Leave","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Neither positive nor negative","Somewhat positive effect","Fairly well",2,"a Leaver"
49,"Woman","Yorkshire and the Humber","Remain","Working full time (30 or more hours per week)","Self-employed","Other","Somewhat negative effect","Neither positive nor negative","Fairly badly",8,"a Remainer"
30,"Man","Wales","Remain","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Fairly well",0,"a Remainer"
72,"Woman","London","Remain","Working part time (Less than 8 hours a week)","Charity/voluntary sector","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Somewhat negative effect","Very badly",10,"a Remainer"
74,"Woman","North West","Remain","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat positive effect","Neither positive nor negative","Very badly",9,"a Leaver"
65,"Woman","Scotland","Remain","Retired","Other","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
65,"Woman","South East","Remain","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Neither positive nor negative","Fairly badly",2,"Neither a Leaver nor a Remainer"
62,"Woman","North East","Remain","Retired","Other","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
74,"Woman","East Midlands","Leave","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Very badly",4,"a Leaver"
34,"Man","East Midlands","Remain","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
72,"Woman","North West","Leave","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Don't know","Very badly",10,"Don’t know"
68,"Man","North West","Leave","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Somewhat positive effect","Fairly badly",5,"a Leaver"
40,"Man","East of England","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Neither positive nor negative","Very badly",2,"Neither a Leaver nor a Remainer"
75,"Woman","East of England","Did not vote","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Don't know","Very badly",8,"Neither a Leaver nor a Remainer"
66,"Woman","North West","Leave","Retired","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don't know","Very positive effect","Fairly well",1,"a Leaver"
26,"Woman","South West","Remain","Not working","Charity/voluntary sector","Other","Somewhat negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
62,"Man","East Midlands","Remain","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Neither positive nor negative","Very badly",0,"a Remainer"
62,"Woman","East Midlands","Leave","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Neither positive nor negative","Very badly",5,"a Leaver"
47,"Man","London","Remain","Not working","Other","Other","Neither positive nor negative","Neither positive nor negative","Very badly",2,"Neither a Leaver nor a Remainer"
38,"Woman","Scotland","Leave","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don't know","Somewhat negative effect","Very badly",6,"Don’t know"
38,"Woman","Yorkshire and the Humber","Leave","Not working","Other","Have never worked","Neither positive nor negative","Don't know","Fairly badly",5,"Neither a Leaver nor a Remainer"
72,"Woman","South West","Remain","Retired","Self-employed","Other","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
59,"Man","East of England","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Neither positive nor negative","Neither positive nor negative","Very badly",3,"a Remainer"
69,"Woman","East of England","Leave","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat negative effect","Very badly",5,"a Leaver"
58,"Woman","Scotland","Remain","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
62,"Man","London","Remain","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Don't know","Fairly badly",6,"a Remainer"
39,"Man","East of England","Leave","Working full time (30 or more hours per week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
67,"Woman","Scotland","Leave","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Don't know","Don't know","Fairly badly",8,"Neither a Leaver nor a Remainer"
60,"Man","East of England","Remain","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Neither positive nor negative","Very badly",6,"a Remainer"
63,"Woman","Wales","Remain","Working full time (30 or more hours per week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
34,"Woman","North West","Leave","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Neither positive nor negative","Somewhat negative effect","Fairly badly",2,"Neither a Leaver nor a Remainer"
47,"Man","East of England","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Neither positive nor negative","Neither positive nor negative","Very badly",5,"Neither a Leaver nor a Remainer"
68,"Man","London","Leave","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Fairly well",10,"a Leaver"
58,"Woman","South East","Leave","Not working","Other public sector employer (e.g. Central Government)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Somewhat positive effect","Fairly well",7,"a Leaver"
76,"Man","East of England","Did not vote","Retired","Self-employed","Other","Neither positive nor negative","Neither positive nor negative","Fairly well",7,"Neither a Leaver nor a Remainer"
62,"Woman","South West","Did not vote","Retired","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Very positive effect","Very badly",4,"a Leaver"
70,"Man","North West","Leave","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Very positive effect","Very positive effect","Very badly",2,"a Leaver"
52,"Woman","London","Leave","Working full time (30 or more hours per week)","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Very badly",5,"a Leaver"
58,"Man","South East","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Don't know","Very badly",0,"a Leaver"
39,"Man","South West","Did not vote","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Other","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
29,"Man","South East","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
