age,sex,region,GEvote2015,EURef2016,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE2,work_stat,work_organisation,work_type,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
55,"Man","East Midlands","Labour","Remain","","","£40,000 to £44,999 per year","Not Asked or missing","16","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Very badly",6,"a Remainer"
49,"Man","East Midlands","Labour","Remain","","","£30,000 to £34,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","B","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
39,"Woman","London","Conservative","Leave","","","£15,000 to £19,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Don't know","Don't know","Don't know",5,"a Remainer"
41,"Woman","London","Labour","Remain","","","£40,000 to £44,999 per year","Not Asked or missing","19","Don't know","C1","Not working","Nationalised industry or public corporation (e.g. Post Office)","Other","Wrong","Don't know","Don't know","Don't know",5,"a Remainer"
64,"Woman","West Midlands","Labour","Remain","","","£5,000 to £9,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working part time (8-29 hours a week)","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",4,"a Remainer"
50,"Man","South East","Conservative","Leave","","","£40,000 to £44,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Neither positive nor negative","Very badly",7,"a Leaver"
68,"Woman","Scotland","Liberal Democrat","Remain","","","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working part time (8-29 hours a week)","Charity/voluntary sector","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Don't know","Fairly badly",2,"Neither a Leaver nor a Remainer"
41,"Woman","East of England","Liberal Democrat","Remain","","","£50,000 to £59,999 per year","Not Asked or missing","20+","Other technical, professional or higher qualification","C1","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
47,"Woman","East Midlands","Green","Leave","","","Prefer not to answer","Not Asked or missing","17-18","City & Guilds certificate","C1","Working full time (30 or more hours per week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Don't know",6,"a Leaver"
31,"Woman","North East","Labour","Leave","","","Prefer not to answer","Not Asked or missing","19","GCE A level or Higher Certificate","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Neither positive nor negative","Neither positive nor negative","Very badly",5,"Don’t know"
74,"Man","East of England","Conservative","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","17-18","Other technical, professional or higher qualification","C2","Retired","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Fairly well",3,"a Remainer"
34,"Woman","North East","Conservative","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","20+","GCE A level or Higher Certificate","C2","Other","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
47,"Man","North East","Conservative","Leave","","","£20,000 to £24,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","D","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Very positive effect","Very badly",5,"a Leaver"
74,"Man","West Midlands","Liberal Democrat","Remain","","","£25,000 to £29,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",1,"a Remainer"
43,"Woman","West Midlands","Labour","Leave","","","£5,000 to £9,999 per year","Not Asked or missing","16","Other technical, professional or higher qualification","C1","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Other","Don’t know","Don't know","Don't know","Very badly",5,"Neither a Leaver nor a Remainer"
61,"Man","Scotland","SNP","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","20+","University diploma","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
48,"Woman","Yorkshire and the Humber","Labour","Remain","","","£20,000 to £24,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","E","Not working","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
28,"Woman","Yorkshire and the Humber","Conservative","Remain","","","£30,000 to £34,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly well",5,"a Remainer"
68,"Woman","South West","Green","Leave","","","Don't know","Not Asked or missing","20+","University diploma","D","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Other","Right","Very positive effect","Don't know","Very badly",5,"a Leaver"
43,"Man","South East","Conservative","Leave","","","£70,000 to £99,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Somewhat positive effect","Very badly",4,"a Leaver"
51,"Woman","South West","Labour","Leave","","","under £5,000 per year","Not Asked or missing","16","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Don’t know","Don't know","Don't know","Fairly badly",6,"Neither a Leaver nor a Remainer"
71,"Woman","Wales","Labour","Remain","","","£20,000 to £24,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Other","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
64,"Man","South West","Conservative","Remain","","","£40,000 to £44,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",9,"Neither a Leaver nor a Remainer"
66,"Woman","North West","Labour","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
55,"Woman","South East","UKIP","Leave","","","£5,000 to £9,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","E","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Don't know","Fairly badly",2,"a Leaver"
58,"Woman","North West","Labour","Remain","","","£5,000 to £9,999 per year","Not Asked or missing","17-18","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working part time (8-29 hours a week)","Other","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
75,"Woman","East Midlands","Conservative","Leave","","","£15,000 to £19,999 per year","Not Asked or missing","20+","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","A","Retired","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Somewhat positive effect","Fairly badly",2,"a Leaver"
77,"Woman","East of England","Labour","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","20+","City & Guilds certificate","B","Working part time (Less than 8 hours a week)","Self-employed","Other","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
62,"Woman","Scotland","Green","Leave","","","£20,000 to £24,999 per year","Not Asked or missing","15 or under","Clerical and commercial","D","Retired","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Somewhat positive effect","Neither positive nor negative","Very badly",8,"a Leaver"
85,"Woman","East Midlands","Conservative","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","20+","Teaching qualification (not degree)","B","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don’t know","Somewhat negative effect","Somewhat negative effect","Fairly badly",1,"a Remainer"
60,"Woman","Scotland","SNP","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","17-18","City & Guilds certificate - advanced","A","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Don't know","Don't know","Fairly badly",3,"a Remainer"
76,"Woman","South West","Labour","Leave","","","£5,000 to £9,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Somewhat positive effect","Very badly",4,"a Leaver"
67,"Woman","North East","Conservative","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","17-18","City & Guilds certificate","E","Retired","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Neither positive nor negative","Very badly",2,"a Leaver"
50,"Man","Wales","DK or did not vote","Leave","","","£15,000 to £19,999 per year","Not Asked or missing","19","CSE grades 2-5","D","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Neither positive nor negative","Neither positive nor negative","Very badly",9,"a Leaver"
41,"Woman","North East","Labour","Leave","","","£15,000 to £19,999 per year","Not Asked or missing","17-18","Scottish Higher Certificate","C2","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Neither positive nor negative","Don't know","Don't know",10,"Don’t know"
74,"Woman","North West","Labour","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","15 or under","City & Guilds certificate","E","Retired","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Very positive effect","Very badly",5,"a Leaver"
62,"Woman","South West","Conservative","Leave","","","under £5,000 per year","Not Asked or missing","15 or under","No formal qualifications","D","Retired","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Somewhat positive effect","Somewhat positive effect","Very badly",0,"a Leaver"
42,"Woman","Yorkshire and the Humber","DK or did not vote","Leave","","","£5,000 to £9,999 per year","Not Asked or missing","16","CSE grades 2-5","D","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Neither positive nor negative","Neither positive nor negative","Don't know",8,"a Leaver"
76,"Woman","North West","Conservative","Leave","","","£5,000 to £9,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Retired","Other public sector employer (e.g. Central Government)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don’t know","Neither positive nor negative","Don't know","Fairly badly",5,"a Leaver"
61,"Man","North East","UKIP","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","16","CSE grades 2-5","C1","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Neither positive nor negative","Neither positive nor negative","Very badly",4,"Neither a Leaver nor a Remainer"
75,"Man","North West","UKIP","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","15 or under","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Retired","Nationalised industry or public corporation (e.g. Post Office)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Somewhat positive effect","Very badly",10,"a Leaver"
63,"Woman","Wales","DK or did not vote","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","17-18","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","E","Unemployed","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Somewhat positive effect","Very badly",10,"a Leaver"
52,"Woman","North West","Labour","Remain","","","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","E","Not working","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
73,"Man","South East","UKIP","Leave","","","£15,000 to £19,999 per year","Not Asked or missing","16","No formal qualifications","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Other","Right","Very positive effect","Neither positive nor negative","Very badly",5,"a Leaver"
59,"Woman","London","Conservative","Remain","","","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Other","Wrong","Very negative effect","Somewhat negative effect","Fairly well",5,"a Remainer"
70,"Man","East of England","UKIP","Leave","","","£30,000 to £34,999 per year","Not Asked or missing","17-18","Clerical and commercial","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",3,"Neither a Leaver nor a Remainer"
66,"Woman","Scotland","Labour","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","17-18","Other technical, professional or higher qualification","B","Retired","Charity/voluntary sector","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
61,"Woman","London","Labour","Leave","","","Prefer not to answer","Not Asked or missing","16","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Other","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
46,"Woman","Yorkshire and the Humber","Labour","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","16","GCE A level or Higher Certificate","D","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Neither positive nor negative","Neither positive nor negative","Fairly badly",5,"Neither a Leaver nor a Remainer"
45,"Man","Scotland","Conservative","Leave","","","£20,000 to £24,999 per year","Not Asked or missing","19","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Neither positive nor negative","Neither positive nor negative","Very badly",5,"a Leaver"
39,"Woman","Scotland","Labour","Remain","","","£5,000 to £9,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","E","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don’t know","Don't know","Don't know","Very badly",1,"a Remainer"
49,"Man","South West","Conservative","Remain","","","£25,000 to £29,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Self-employed","Other","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",2,"a Remainer"
39,"Man","Scotland","Labour","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","Can't remember","City & Guilds certificate","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
43,"Man","North East","Labour","Leave","","","under £5,000 per year","Not Asked or missing","19","ONC","C2","Working part time (8-29 hours a week)","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very negative effect","Very positive effect","Very badly",5,"a Leaver"
79,"Man","North West","Conservative","Leave","","","£20,000 to £24,999 per year","Not Asked or missing","15 or under","No formal qualifications","E","Retired","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Neither positive nor negative","Fairly badly",5,"a Leaver"
41,"Woman","East of England","DK or did not vote","Leave","","","£5,000 to £9,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","B","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Neither positive nor negative","Neither positive nor negative","Fairly badly",7,"a Leaver"
74,"Woman","Wales","Liberal Democrat","Remain","","","Prefer not to answer","Not Asked or missing","16","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","B","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
73,"Woman","Scotland","Liberal Democrat","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","15 or under","Clerical and commercial","C1","Retired","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Neither positive nor negative","Very badly",6,"Neither a Leaver nor a Remainer"
68,"Man","West Midlands","Labour","Leave","","","£15,000 to £19,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Retired","Other","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Very positive effect","Very badly",5,"Neither a Leaver nor a Remainer"
53,"Man","London","UKIP","Remain","","","£100,000 and over","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working part time (Less than 8 hours a week)","Other","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",6,"Neither a Leaver nor a Remainer"
44,"Woman","East of England","Conservative","Did not vote","","","£15,000 to £19,999 per year","Not Asked or missing","20+","Teaching qualification (not degree)","B","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Don't know","Don't know","Very badly",2,"Neither a Leaver nor a Remainer"
38,"Woman","South West","Conservative","Leave","","","Prefer not to answer","Not Asked or missing","16","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Neither positive nor negative","Very badly",5,"a Leaver"
45,"Man","Scotland","Other","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Neither positive nor negative","Very badly",3,"a Leaver"
63,"Man","Scotland","SNP","Remain","","","under £5,000 per year","Not Asked or missing","17-18","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Not working","Charity/voluntary sector","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Somewhat negative effect","Very negative effect","Very badly",2,"Neither a Leaver nor a Remainer"
60,"Man","Scotland","Liberal Democrat","Remain","","","£70,000 to £99,999 per year","Not Asked or missing","17-18","No formal qualifications","D","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
26,"Woman","East of England","Liberal Democrat","Remain","","","£20,000 to £24,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","B","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
57,"Man","Scotland","SNP","Remain","","","£35,000 to £39,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Very negative effect","Neither positive nor negative","Very badly",4,"a Remainer"
38,"Man","East Midlands","DK or did not vote","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Unemployed","Private sector firm or company (e.g. limited companies and Plcs)","Other","Right","Very positive effect","Neither positive nor negative","Very badly",10,"a Leaver"
49,"Man","South West","Other","Leave","","","£5,000 to £9,999 per year","Not Asked or missing","16","GCE A level or Higher Certificate","D","Unemployed","Charity/voluntary sector","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",2,"Neither a Leaver nor a Remainer"
42,"Man","Scotland","DK or did not vote","Leave","","","£25,000 to £29,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Somewhat positive effect","Fairly badly",7,"a Leaver"
67,"Man","Scotland","Conservative","Remain","","","£45,000 to £49,999 per year","Not Asked or missing","19","University diploma","C1","Retired","Other","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
62,"Woman","Scotland","SNP","Leave","","","under £5,000 per year","Not Asked or missing","17-18","Scottish Higher Certificate","E","Not working","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Somewhat positive effect","Fairly badly",2,"a Leaver"
58,"Woman","South West","Green","Remain","","","£5,000 to £9,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","D","Working part time (8-29 hours a week)","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don’t know","Don't know","Neither positive nor negative","Don't know",1,"Neither a Leaver nor a Remainer"
55,"Woman","London","Liberal Democrat","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","B","Working part time (8-29 hours a week)","Charity/voluntary sector","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
79,"Man","North West","Conservative","Remain","","","Prefer not to answer","Not Asked or missing","16","Other technical, professional or higher qualification","C2","Retired","Other public sector employer (e.g. Central Government)","Other","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
64,"Man","East of England","Conservative","Did not vote","","","£70,000 to £99,999 per year","Not Asked or missing","17-18","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",1,"a Remainer"
53,"Woman","East of England","UKIP","Leave","","","under £5,000 per year","Not Asked or missing","16","Other technical, professional or higher qualification","B","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Neither positive nor negative","Fairly badly",10,"a Leaver"
60,"Woman","East Midlands","Conservative","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","17-18","Other technical, professional or higher qualification","C2","Retired","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Somewhat positive effect","Very badly",4,"a Leaver"
74,"Woman","South West","Conservative","Remain","","","£5,000 to £9,999 per year","Not Asked or missing","15 or under","City & Guilds certificate","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Neither positive nor negative","Somewhat negative effect","Don't know",5,"Neither a Leaver nor a Remainer"
64,"Woman","West Midlands","Conservative","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","20+","Other technical, professional or higher qualification","B","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Neither positive nor negative","Somewhat negative effect","Fairly well",5,"a Remainer"
57,"Woman","East of England","Green","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","E","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
