,Index,Wave,ID,age,sex,ethnicity1,ethnicity2,region,GEvote2015,EURef2016,GEvote2017,GEvote2019,partyid,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE1,socialgradeCIE2,work_stat,work_organisation,work_type,Weight,starttime,endtime,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID,Leaverimport,Remainimport,Genecon
5245,5245,4.0,404.0,43.0,Woman,,,North West,Conservative,Remain,Conservative,Missing,Yes - Conservative,,,Not Asked or missing,Not Asked or missing,17-18,"Other technical, professional or higher qualification",,C1,Not working,Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.6363397591340426,2018-01-09 17:21:10,2018-01-09 17:38:22,Wrong,Very negative effect,Very negative effect,Very badly,5.0,a Remainer,,,A little worse
5246,5246,4.0,405.0,33.0,Man,,,North West,Liberal Democrat,Remain,Labour,Missing,No don’t think of myself as any of these,,,Not Asked or missing,Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,B,Working part time (8-29 hours a week),Self-employed,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.1022475824943576,2018-01-09 18:22:31,2018-01-09 18:42:12,Wrong,Somewhat negative effect,Very negative effect,Fairly badly,0.0,Neither a Leaver nor a Remainer,,,A lot worse
5247,5247,4.0,406.0,61.0,Man,,,Yorkshire and the Humber,Labour,Remain,Labour,Missing,Yes - Labour,,,Not Asked or missing,Not Asked or missing,17-18,"Other technical, professional or higher qualification",,C2,Other,Other,"Skilled Manual Work (e.g. plumber, electrician, fitter)",0.926230353346854,2018-01-09 18:41:44,2018-01-09 19:02:44,Wrong,Somewhat negative effect,Don't know,Very badly,5.0,Neither a Leaver nor a Remainer,,,A lot worse
5248,5248,4.0,407.0,48.0,Man,,,London,DK or did not vote,Cannot remember,DK or did not vote,Missing,Don't know,,,Not Asked or missing,Not Asked or missing,Can't remember,Don't know,,C2,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),Other,0.8566308016896642,2018-01-10 10:00:01,2018-01-10 10:03:51,Don’t know,Don't know,Don't know,Don't know,5.0,Don’t know,,,A lot worse
5249,5249,4.0,408.0,25.0,Man,,,West Midlands,DK or did not vote,Remain,Labour,Missing,Don't know,,,Not Asked or missing,Not Asked or missing,20+,GCE A level or Higher Certificate,,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.7876959753242512,2018-01-09 20:38:37,2018-01-09 21:00:45,Wrong,Don't know,Don't know,Don't know,5.0,a Remainer,,,A little worse
5250,5250,4.0,409.0,67.0,Woman,,,Scotland,Other,Remain,Other,Missing,Yes - SNP or Plaid Cymru,,,Not Asked or missing,Not Asked or missing,17-18,Scottish Higher Certificate,,C1,Retired,Self-employed,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.6983240378205736,2018-01-09 17:32:51,2018-01-09 17:42:54,Wrong,Somewhat negative effect,Don't know,Fairly badly,4.0,a Remainer,,,A little worse
5251,5251,4.0,410.0,66.0,Woman,,,East Midlands,Labour,Remain,Liberal Democrat,Missing,Yes - Labour,,,Not Asked or missing,Not Asked or missing,19,"Other technical, professional or higher qualification",,A,Retired,Other public sector employer (e.g. Central Government),"Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)",0.7553350776907088,2018-01-09 17:29:22,2018-01-09 17:39:39,Wrong,Very negative effect,Very negative effect,Very badly,0.0,a Remainer,,,A lot worse
5252,5252,4.0,411.0,47.0,Man,,,West Midlands,Conservative,Leave,Conservative,Missing,Yes - Conservative,,,Not Asked or missing,Not Asked or missing,20+,"Other technical, professional or higher qualification",,C1,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.9451792819905446,2018-01-09 22:23:17,2018-01-09 22:36:49,Right,Somewhat positive effect,Don't know,Don't know,5.0,a Leaver,,,The same
5253,5253,4.0,412.0,39.0,Woman,,,London,DK or did not vote,Did not vote,DK or did not vote,Missing,No don’t think of myself as any of these,,,Not Asked or missing,Not Asked or missing,16,City & Guilds certificate,,C2,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),"Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)",0.7467289824363448,2018-01-09 23:14:48,2018-01-09 23:18:09,Don’t know,Neither positive nor negative,Don't know,Don't know,5.0,Don’t know,,,The same
5254,5254,4.0,413.0,39.0,Man,,,West Midlands,DK or did not vote,Did not vote,DK or did not vote,Missing,No don’t think of myself as any of these,,,Not Asked or missing,Not Asked or missing,Can't remember,GCE A level or Higher Certificate,,C2,Working part time (8-29 hours a week),Private sector firm or company (e.g. limited companies and Plcs),Other,1.1157499687714645,2018-01-10 07:21:02,2018-01-10 07:38:23,Don’t know,Very negative effect,Don't know,Don't know,2.0,Neither a Leaver nor a Remainer,,,A lot worse
5255,5255,4.0,414.0,79.0,Man,,,Yorkshire and the Humber,Conservative,Leave,Conservative,Missing,Yes some other party,,,Not Asked or missing,Not Asked or missing,15 or under,City & Guilds certificate,,C2,Retired,Self-employed,"Skilled Manual Work (e.g. plumber, electrician, fitter)",0.9479220450620108,2018-01-09 17:33:08,2018-01-09 17:38:50,Right,Very positive effect,Very positive effect,Very badly,10.0,a Leaver,,,The same
5256,5256,4.0,415.0,71.0,Woman,,,South West,Conservative,Leave,Conservative,Missing,Yes - Conservative,,,Not Asked or missing,Not Asked or missing,16,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,C1,Working part time (8-29 hours a week),Self-employed,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.9335506966447504,2018-01-09 17:34:14,2018-01-09 17:45:55,Right,Very positive effect,Somewhat positive effect,Fairly well,10.0,a Leaver,,,The same
5257,5257,4.0,416.0,50.0,Man,,,London,Conservative,Leave,DK or did not vote,Missing,Yes - Conservative,,,Not Asked or missing,Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,E,Not working,Other,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.9864868422040872,2018-01-10 06:47:22,2018-01-10 06:55:36,Right,Somewhat positive effect,Somewhat positive effect,Fairly well,7.0,a Leaver,,,A little better
5258,5258,4.0,417.0,44.0,Woman,,,North East,DK or did not vote,Did not vote,DK or did not vote,Missing,No don’t think of myself as any of these,,,Not Asked or missing,Not Asked or missing,16,"CSE grade 1, GCE O level, GCSE, School Certificate",,E,Not working,Other,"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.5691924837095803,2018-01-09 20:30:49,2018-01-09 20:43:36,Wrong,Neither positive nor negative,Neither positive nor negative,Fairly badly,10.0,Neither a Leaver nor a Remainer,,,A little worse
5259,5259,4.0,418.0,66.0,Woman,,,North West,Labour,Remain,Labour,Missing,Yes - Labour,,,Not Asked or missing,Not Asked or missing,15 or under,Clerical and commercial,,B,Retired,Private sector firm or company (e.g. limited companies and Plcs),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.6451812767484139,2018-01-09 17:19:43,2018-01-09 17:46:26,Wrong,Somewhat negative effect,Very negative effect,Very badly,0.0,a Remainer,,,A little worse
5260,5260,4.0,419.0,68.0,Man,,,Yorkshire and the Humber,UKIP,Leave,UKIP,Missing,Yes - Conservative,,,Not Asked or missing,Not Asked or missing,15 or under,No formal qualifications,,D,Retired,Other,"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.6977024122450634,2018-01-09 19:47:23,2018-01-09 19:55:53,Right,Very positive effect,Very positive effect,Don't know,7.0,a Leaver,,,A lot worse
5261,5261,4.0,420.0,64.0,Woman,,,South West,Conservative,Leave,Conservative,Missing,Yes - Conservative,,,Not Asked or missing,Not Asked or missing,15 or under,City & Guilds certificate,,D,Retired,Nationalised industry or public corporation (e.g. Post Office),"Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)",0.8523900201548638,2018-01-09 18:23:41,2018-01-09 18:36:36,Right,Somewhat positive effect,Somewhat positive effect,Fairly well,8.0,a Leaver,,,The same
5262,5262,4.0,421.0,46.0,Man,,,North West,UKIP,Leave,Conservative,Missing,Yes - Labour,,,Not Asked or missing,Not Asked or missing,20+,GCE A level or Higher Certificate,,C2,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",1.1437133023353716,2018-01-09 23:06:05,2018-01-09 23:16:03,Right,Very positive effect,Somewhat positive effect,Fairly well,10.0,a Leaver,,,The same
5263,5263,4.0,422.0,64.0,Man,,,East Midlands,Conservative,Remain,Conservative,Missing,Yes - Conservative,,,Not Asked or missing,Not Asked or missing,20+,"Other technical, professional or higher qualification",,B,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.8011704788405065,2018-01-09 19:58:52,2018-01-09 20:13:04,Wrong,Don't know,Somewhat negative effect,Don't know,4.0,Neither a Leaver nor a Remainer,,,The same
5264,5264,4.0,423.0,28.0,Man,,,South East,Conservative,Leave,DK or did not vote,Missing,No don’t think of myself as any of these,,,Not Asked or missing,Not Asked or missing,17-18,GCE A level or Higher Certificate,,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.6315375804979979,2018-01-09 17:25:21,2018-01-09 17:32:53,Right,Don't know,Don't know,Very badly,10.0,a Leaver,,,A lot worse
5265,5265,4.0,424.0,30.0,Man,,,London,Labour,Remain,Labour,Missing,Yes - Conservative,,,Not Asked or missing,Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),Other,1.91011205980164,2018-01-10 08:49:40,2018-01-10 09:00:49,Wrong,Very negative effect,Neither positive nor negative,Fairly badly,2.0,a Remainer,,,A little worse
5266,5266,4.0,425.0,38.0,Woman,,,Yorkshire and the Humber,Liberal Democrat,Leave,DK or did not vote,Missing,No don’t think of myself as any of these,,,Not Asked or missing,Not Asked or missing,17-18,City & Guilds certificate,,D,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.5265935634417038,2018-01-09 18:25:15,2018-01-09 18:34:42,Right,Somewhat positive effect,Neither positive nor negative,Fairly badly,7.0,a Leaver,,,The same
5267,5267,4.0,426.0,43.0,Woman,,,London,DK or did not vote,Did not vote,DK or did not vote,Missing,No don’t think of myself as any of these,,,Not Asked or missing,Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,E,Working part time (Less than 8 hours a week),Charity/voluntary sector,Other,0.7051040506322536,2018-01-10 09:01:12,2018-01-10 09:13:00,Wrong,Somewhat negative effect,Don't know,Fairly badly,7.0,a Remainer,,,The same
5268,5268,4.0,427.0,41.0,Woman,,,West Midlands,DK or did not vote,Did not vote,DK or did not vote,Missing,No don’t think of myself as any of these,,,Not Asked or missing,Not Asked or missing,17-18,GCE A level or Higher Certificate,,C1,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",2.1787444149042767,2018-01-09 17:54:09,2018-01-09 17:58:54,Don’t know,Don't know,Don't know,Don't know,5.0,Don’t know,,,The same
5269,5269,4.0,428.0,68.0,Man,,,London,UKIP,Leave,Conservative,Missing,Yes some other party,,,Not Asked or missing,Not Asked or missing,15 or under,"CSE grade 1, GCE O level, GCSE, School Certificate",,C1,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",1.1920208392144418,2018-01-09 17:17:59,2018-01-09 17:31:31,Right,Very positive effect,Very positive effect,Fairly well,5.0,a Leaver,,,A little better
5270,5270,4.0,429.0,71.0,Man,,,South West,Conservative,Leave,Conservative,Missing,Yes - Liberal Democrat,,,Not Asked or missing,Not Asked or missing,17-18,City & Guilds certificate - advanced,,C2,Retired,Nationalised industry or public corporation (e.g. Post Office),"Skilled Manual Work (e.g. plumber, electrician, fitter)",1.119365574647473,2018-01-09 21:55:41,2018-01-09 22:52:38,Right,Very positive effect,Very positive effect,Fairly well,7.0,a Leaver,,,The same
5271,5271,4.0,430.0,76.0,Man,,,South East,DK or did not vote,Did not vote,DK or did not vote,Missing,No don’t think of myself as any of these,,,Not Asked or missing,Not Asked or missing,15 or under,City & Guilds certificate,,C2,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Skilled Manual Work (e.g. plumber, electrician, fitter)",0.8268232583479266,2018-01-09 19:46:43,2018-01-09 20:11:27,Right,Very positive effect,Very positive effect,Fairly well,10.0,a Leaver,,,The same
5272,5272,4.0,431.0,70.0,Man,,,South West,Labour,Remain,Liberal Democrat,Missing,Yes - Labour,,,Not Asked or missing,Not Asked or missing,15 or under,ONC,,C2,Retired,Self-employed,"Skilled Manual Work (e.g. plumber, electrician, fitter)",0.7501832844314171,2018-01-09 18:16:30,2018-01-09 18:26:50,Wrong,Very negative effect,Very negative effect,Very badly,0.0,a Remainer,,,A lot worse
5273,5273,4.0,432.0,46.0,Man,,,South East,UKIP,Leave,Conservative,Missing,Yes - Conservative,,,Not Asked or missing,Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C2,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.859667937531713,2018-01-10 09:37:09,2018-01-10 09:48:19,Right,Somewhat positive effect,Somewhat positive effect,Fairly badly,6.0,a Leaver,,,A little better
5274,5274,4.0,433.0,32.0,Man,,,North East,DK or did not vote,Leave,Labour,Missing,Skipped,,,Not Asked or missing,Not Asked or missing,16,"CSE grade 1, GCE O level, GCSE, School Certificate",,C2,Working full time (30 or more hours per week),Charity/voluntary sector,"Skilled Manual Work (e.g. plumber, electrician, fitter)",1.323163263493646,2018-01-09 19:56:01,2018-01-09 20:02:52,Right,Very positive effect,Very positive effect,Fairly badly,9.0,a Leaver,,,A little worse
5275,5275,4.0,434.0,43.0,Man,,,South East,DK or did not vote,Cannot remember,Conservative,Missing,No don’t think of myself as any of these,,,Not Asked or missing,Not Asked or missing,Still at school/Full time student,City & Guilds certificate - advanced,,C2,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)",2.892243432221961,2018-01-09 18:47:25,2018-01-09 18:56:16,Don’t know,Neither positive nor negative,Neither positive nor negative,Fairly well,5.0,Neither a Leaver nor a Remainer,,,The same
5276,5276,4.0,435.0,60.0,Man,,,South East,Conservative,Remain,Conservative,Missing,Yes - Conservative,,,Not Asked or missing,Not Asked or missing,16,"Other technical, professional or higher qualification",,D,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),"Skilled Manual Work (e.g. plumber, electrician, fitter)",0.7576976477091933,2018-01-09 18:25:50,2018-01-09 18:39:51,Right,Very positive effect,Neither positive nor negative,Fairly well,7.0,a Leaver,,,A little better
5277,5277,4.0,436.0,26.0,Woman,,,South West,DK or did not vote,Did not vote,Liberal Democrat,Missing,Yes - Conservative,,,Not Asked or missing,Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",2.3754015178102668,2018-01-09 18:46:50,2018-01-09 18:53:26,Wrong,Somewhat negative effect,Neither positive nor negative,Fairly well,4.0,Neither a Leaver nor a Remainer,,,The same
5278,5278,4.0,437.0,59.0,Woman,,,West Midlands,Other,Did not vote,Green,Missing,No don’t think of myself as any of these,,,Not Asked or missing,Not Asked or missing,17-18,GCE A level or Higher Certificate,,D,Working part time (8-29 hours a week),Private sector firm or company (e.g. limited companies and Plcs),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",1.5010283997714116,2018-01-09 18:03:41,2018-01-09 18:23:02,Right,Very positive effect,Neither positive nor negative,Don't know,10.0,Neither a Leaver nor a Remainer,,,A lot worse
5279,5279,4.0,438.0,33.0,Woman,,,London,DK or did not vote,Did not vote,DK or did not vote,Missing,No don’t think of myself as any of these,,,Not Asked or missing,Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.5926082008906448,2018-01-09 18:03:20,2018-01-09 18:12:15,Wrong,Very negative effect,Very negative effect,Very badly,5.0,a Remainer,,,The same
5280,5280,4.0,439.0,65.0,Man,,,South East,Conservative,Leave,Conservative,Missing,Yes - Conservative,,,Not Asked or missing,Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,A,Working part time (8-29 hours a week),Self-employed,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,2.339639885955174,2018-01-09 17:19:08,2018-01-09 17:28:58,Right,Very positive effect,Very positive effect,Very well,0.0,Neither a Leaver nor a Remainer,,,A lot better
5281,5281,4.0,440.0,46.0,Man,,,West Midlands,Labour,Leave,Labour,Missing,Yes - Labour,,,Not Asked or missing,Not Asked or missing,17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",,C2,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.0195430941769323,2018-01-09 18:34:08,2018-01-09 18:40:57,Right,Somewhat positive effect,Don't know,Very badly,6.0,a Leaver,,,A little worse
5282,5282,4.0,441.0,44.0,Woman,,,London,Conservative,Leave,Conservative,Missing,Yes - Conservative,,,Not Asked or missing,Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.1601187998421905,2018-01-09 19:33:33,2018-01-09 19:46:48,Right,Don't know,Don't know,Very badly,7.0,a Leaver,,,A little worse
5283,5283,4.0,442.0,38.0,Woman,,,Scotland,Labour,Remain,Liberal Democrat,Missing,No don’t think of myself as any of these,,,Not Asked or missing,Not Asked or missing,17-18,Scottish Higher Certificate,,C1,Working full time (30 or more hours per week),Self-employed,"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.646332488317936,2018-01-09 18:27:05,2018-01-09 18:35:18,Wrong,Very negative effect,Very negative effect,Very badly,3.0,a Remainer,,,A little worse
5284,5284,4.0,443.0,67.0,Woman,,,East Midlands,Conservative,Leave,Conservative,Missing,Yes - Conservative,,,Not Asked or missing,Not Asked or missing,17-18,ONC,,D,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.9064028338930644,2018-01-09 18:26:30,2018-01-09 18:38:32,Right,Very positive effect,Don't know,Fairly well,2.0,a Leaver,,,The same
5285,5285,4.0,444.0,73.0,Woman,,,North East,Labour,Leave,Labour,Missing,No don’t think of myself as any of these,,,Not Asked or missing,Not Asked or missing,17-18,City & Guilds certificate,,C2,Retired,Self-employed,Other,1.0833585170375415,2018-01-09 18:06:17,2018-01-09 18:48:17,Right,Somewhat positive effect,Don't know,Very badly,0.0,a Leaver,,,A little worse
5286,5286,4.0,445.0,33.0,Woman,,,Wales,DK or did not vote,Did not vote,Labour,Missing,No don’t think of myself as any of these,,,Not Asked or missing,Not Asked or missing,17-18,GCE A level or Higher Certificate,,B,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)",2.3955048026561543,2018-01-09 17:47:16,2018-01-09 17:59:51,Don’t know,Don't know,Don't know,Don't know,0.0,Neither a Leaver nor a Remainer,,,The same
5287,5287,4.0,446.0,52.0,Woman,,,Wales,Labour,Remain,Labour,Missing,Yes - Labour,,,Not Asked or missing,Not Asked or missing,16,"CSE grade 1, GCE O level, GCSE, School Certificate",,C1,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.8544895841287032,2018-01-09 18:10:58,2018-01-09 18:19:39,Wrong,Somewhat negative effect,Somewhat negative effect,Fairly badly,1.0,a Remainer,,,A little worse
5288,5288,4.0,447.0,73.0,Man,,,Wales,DK or did not vote,Did not vote,DK or did not vote,Missing,No don’t think of myself as any of these,,,Not Asked or missing,Not Asked or missing,15 or under,No formal qualifications,,C1,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.6985799385512647,2018-01-10 09:29:43,2018-01-10 09:38:38,Right,Neither positive nor negative,Neither positive nor negative,Don't know,6.0,Neither a Leaver nor a Remainer,,,The same
5289,5289,4.0,448.0,67.0,Man,,,West Midlands,Labour,Remain,Labour,Missing,Skipped,,,Not Asked or missing,Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,A,Retired,Self-employed,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.6407405039434909,2018-01-09 18:09:09,2018-01-09 18:19:46,Wrong,Very negative effect,Very negative effect,Very badly,5.0,a Remainer,,,A little worse
5290,5290,4.0,449.0,69.0,Woman,,,East of England,Liberal Democrat,Remain,Liberal Democrat,Missing,No don’t think of myself as any of these,,,Not Asked or missing,Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,A,Retired,Other public sector employer (e.g. Central Government),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.7696189857758713,2018-01-09 18:19:33,2018-01-09 19:50:35,Wrong,Somewhat negative effect,Neither positive nor negative,Don't know,0.0,Neither a Leaver nor a Remainer,,,A little better
5291,5291,4.0,450.0,68.0,Woman,,,Yorkshire and the Humber,Conservative,Remain,Conservative,Missing,Yes - Conservative,,,Not Asked or missing,Not Asked or missing,16,"CSE grade 1, GCE O level, GCSE, School Certificate",,E,Retired,Other,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.8341420483980474,2018-01-09 18:12:16,2018-01-09 18:26:40,Wrong,Very negative effect,Neither positive nor negative,Very badly,5.0,a Remainer,,,A lot worse
5292,5292,4.0,451.0,39.0,Woman,,,London,DK or did not vote,Cannot remember,DK or did not vote,Missing,No don’t think of myself as any of these,,,Not Asked or missing,Not Asked or missing,16,"CSE grade 1, GCE O level, GCSE, School Certificate",,C2,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.7467289824363448,2018-01-09 23:19:48,2018-01-09 23:23:19,Don’t know,Neither positive nor negative,Neither positive nor negative,Don't know,5.0,Don’t know,,,The same
5293,5293,4.0,452.0,39.0,Man,,,London,DK or did not vote,Did not vote,DK or did not vote,Missing,Don't know,,,Not Asked or missing,Not Asked or missing,16,City & Guilds certificate,,C2,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),Other,1.0568923526581224,2018-01-09 23:45:24,2018-01-09 23:48:42,Don’t know,Don't know,Don't know,Don't know,5.0,Don’t know,,,The same
5294,5294,4.0,453.0,42.0,Man,,,Wales,UKIP,Leave,Conservative,Missing,Yes - Labour,,,Not Asked or missing,Not Asked or missing,20+,University diploma,,A,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.8995881624694508,2018-01-09 17:36:41,2018-01-09 17:51:21,Right,Somewhat positive effect,Somewhat positive effect,Fairly well,10.0,a Leaver,,,The same
5295,5295,4.0,454.0,40.0,Man,,,East of England,Conservative,Leave,Conservative,Missing,Yes - Conservative,,,Not Asked or missing,Not Asked or missing,Can't remember,No formal qualifications,,E,Working part time (Less than 8 hours a week),Other,Have never worked,0.8636067667565762,2018-01-09 17:51:37,2018-01-09 18:01:25,Right,Somewhat positive effect,Don't know,Fairly well,10.0,a Leaver,,,The same
5296,5296,4.0,455.0,33.0,Woman,,,South West,Conservative,Leave,Conservative,Missing,No don’t think of myself as any of these,,,Not Asked or missing,Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,B,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.916977263017335,2018-01-09 17:54:33,2018-01-09 18:00:15,Right,Neither positive nor negative,Neither positive nor negative,Don't know,6.0,Neither a Leaver nor a Remainer,,,The same
5297,5297,4.0,456.0,48.0,Woman,,,Yorkshire and the Humber,DK or did not vote,Remain,Conservative,Missing,Yes - Conservative,,,Not Asked or missing,Not Asked or missing,17-18,Youth training certificate/skillseekers,,D,Working part time (8-29 hours a week),Self-employed,"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.5743004692178614,2018-01-09 18:07:07,2018-01-09 18:11:15,Wrong,Very negative effect,Somewhat negative effect,Fairly well,6.0,a Remainer,,,A little worse
5298,5298,4.0,457.0,68.0,Woman,,,South West,Conservative,Leave,Conservative,Missing,Yes - Conservative,,,Not Asked or missing,Not Asked or missing,17-18,Clerical and commercial,,B,Retired,Nationalised industry or public corporation (e.g. Post Office),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.9162331657281124,2018-01-09 20:39:56,2018-01-09 21:05:37,Right,Very positive effect,Somewhat positive effect,Fairly badly,4.0,a Leaver,,,A little better
5299,5299,4.0,458.0,71.0,Woman,,,London,Conservative,Remain,Conservative,Missing,Yes - Conservative,,,Not Asked or missing,Not Asked or missing,17-18,GCE A level or Higher Certificate,,C2,Retired,Charity/voluntary sector,"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.956294266410281,2018-01-09 18:30:26,2018-01-09 18:42:13,Wrong,Somewhat negative effect,Somewhat negative effect,Very badly,1.0,a Remainer,,,A little worse
5300,5300,4.0,459.0,73.0,Man,,,North West,Labour,Leave,Labour,Missing,Yes - Labour,,,Not Asked or missing,Not Asked or missing,15 or under,City & Guilds certificate,,C2,Retired,Skipped,"Skilled Manual Work (e.g. plumber, electrician, fitter)",0.8888568349568853,2018-01-09 17:57:00,2018-01-09 18:05:46,Right,Neither positive nor negative,Neither positive nor negative,Very badly,10.0,a Leaver,,,A lot worse
