age,sex,region,GEvote2015,EURef2016,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE2,work_stat,work_organisation,work_type,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
46,"Man","West Midlands","Labour","Remain",2,"The Daily Mail / The Scottish Daily Mail","£20,000 to £24,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Very negative effect","Somewhat negative effect","Very badly",1,"a Remainer"
52,"Man","South East","Conservative","Remain",1,"The Times","£35,000 to £39,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","B","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Don't know","Don't know","Fairly badly",2,"a Remainer"
74,"Man","London","Liberal Democrat","Leave",9,"None","£15,000 to £19,999 per year","Not Asked or missing","16","Clerical and commercial","C2","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Neither positive nor negative","Neither positive nor negative","Fairly well",3,"a Leaver"
33,"Woman","East of England","DK or did not vote","Did not vote",1,"The Guardian","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","D","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Fairly badly",4,"a Remainer"
56,"Woman","East of England","Labour","Remain",5,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
27,"Man","West Midlands","Conservative","Remain",1,"The Times","£30,000 to £34,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
80,"Man","Scotland","Liberal Democrat","Remain",9,"The Independent","£35,000 to £39,999 per year","Not Asked or missing","20+","Scottish Higher Certificate","A","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don’t know","Don't know","Somewhat negative effect","Fairly badly",6,"a Remainer"
38,"Woman","South East","Conservative","Leave",2,"Other Newspaper","£25,000 to £29,999 per year","Not Asked or missing","17-18","Other technical, professional or higher qualification","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Very positive effect","Don't know",10,"a Leaver"
72,"Woman","Yorkshire and the Humber","Conservative","Remain",8,"None","£25,000 to £29,999 per year","Not Asked or missing","20+","Teaching qualification (not degree)","A","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Fairly badly",1,"a Remainer"
68,"Woman","Yorkshire and the Humber","Other","Leave",7,"The Guardian","£10,000 to £14,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Very badly",5,"a Leaver"
37,"Woman","London","DK or did not vote","Remain",1,"The Daily Mail / The Scottish Daily Mail","£30,000 to £34,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
59,"Woman","South West","DK or did not vote","Cannot remember",3,"None","under £5,000 per year","Not Asked or missing","16","Clerical and commercial","A","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
46,"Woman","South West","Liberal Democrat","Leave",8,"The Guardian","£15,000 to £19,999 per year","Not Asked or missing","16","Clerical and commercial","C1","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Somewhat positive effect","Neither positive nor negative","Fairly badly",4,"Neither a Leaver nor a Remainer"
25,"Man","London","Conservative","Remain",7,"The Daily Mail / The Scottish Daily Mail","£35,000 to £39,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Neither positive nor negative","Somewhat negative effect","Fairly badly",4,"a Leaver"
66,"Man","East of England","Other","Leave",10,"The Times","£10,000 to £14,999 per year","Not Asked or missing","15 or under","City & Guilds certificate - advanced","C2","Retired","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Very positive effect","Very badly",4,"a Leaver"
36,"Man","Scotland","UKIP","Remain",5,"The Independent","£50,000 to £59,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
37,"Man","North East","Conservative","Leave",0,"Other Newspaper","£20,000 to £24,999 per year","Not Asked or missing","16","Don't know","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Fairly badly",4,"a Leaver"
46,"Man","South East","Conservative","Leave",5,"None","£30,000 to £34,999 per year","Not Asked or missing","17-18","University diploma","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Neither positive nor negative","Very badly",8,"a Leaver"
51,"Man","North West","Conservative","Did not vote",8,"The Guardian","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","E","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Other","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",0,"a Remainer"
64,"Man","West Midlands","Labour","Leave",6,"The Daily Mail / The Scottish Daily Mail","£30,000 to £34,999 per year","Not Asked or missing","16","Other technical, professional or higher qualification","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Neither positive nor negative","Fairly badly",7,"a Leaver"
71,"Woman","London","Conservative","Remain",7,"The Times","Prefer not to answer","Not Asked or missing","20+","Other technical, professional or higher qualification","B","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",6,"a Remainer"
50,"Man","East Midlands","Labour","Remain",8,"The Independent","£25,000 to £29,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","B","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly well",2,"a Remainer"
70,"Woman","South East","DK or did not vote","Remain",4,"None","£10,000 to £14,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C1","Retired","Other public sector employer (e.g. Central Government)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Don't know","Somewhat negative effect","Very badly",0,"a Remainer"
46,"Man","West Midlands","Conservative","Leave",10,"The Guardian","£30,000 to £34,999 per year","Not Asked or missing","17-18","Other technical, professional or higher qualification","C2","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Somewhat positive effect","Very badly",5,"a Leaver"
73,"Woman","South East","Conservative","Did not vote",10,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Other","Wrong","Somewhat negative effect","Don't know","Very badly",5,"Neither a Leaver nor a Remainer"
70,"Woman","Wales","DK or did not vote","Remain",1,"None","£10,000 to £14,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
47,"Woman","South East","Conservative","Remain",3,"The Guardian","£70,000 to £99,999 per year","Not Asked or missing","20+","GCE A level or Higher Certificate","A","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Other","Wrong","Very negative effect","Very negative effect","Very badly",6,"a Remainer"
51,"Man","North West","Liberal Democrat","Remain",7,"The Daily Mail / The Scottish Daily Mail","£20,000 to £24,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Very negative effect","Somewhat negative effect","Fairly well",3,"a Remainer"
76,"Woman","South West","DK or did not vote","Leave",5,"None","Prefer not to answer","Not Asked or missing","15 or under","No formal qualifications","C1","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Neither positive nor negative","Neither positive nor negative","Fairly well",5,"Neither a Leaver nor a Remainer"
76,"Man","South East","DK or did not vote","Did not vote",3,"The Guardian","Prefer not to answer","Not Asked or missing","15 or under","City & Guilds certificate","C2","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Somewhat positive effect","Fairly well",5,"a Leaver"
25,"Woman","West Midlands","DK or did not vote","Remain",0,"The Daily Mail / The Scottish Daily Mail","£15,000 to £19,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Neither positive nor negative","Very badly",4,"a Remainer"
39,"Man","North West","DK or did not vote","Did not vote",1,"The Times","£50,000 to £59,999 per year","Not Asked or missing","16","Other technical, professional or higher qualification","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
62,"Man","Scotland","DK or did not vote","Did not vote",10,"None","£5,000 to £9,999 per year","Not Asked or missing","15 or under","Other technical, professional or higher qualification","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don’t know","Neither positive nor negative","Neither positive nor negative","Don't know",5,"Neither a Leaver nor a Remainer"
33,"Man","North West","DK or did not vote","Did not vote",8,"The Guardian","£15,000 to £19,999 per year","Not Asked or missing","15 or under","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Neither positive nor negative","Neither positive nor negative","Very badly",2,"Don’t know"
69,"Man","West Midlands","Conservative","Leave",5,"The Daily Mail / The Scottish Daily Mail","£10,000 to £14,999 per year","Not Asked or missing","16","Recognised trade apprenticeship completed","C2","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Neither positive nor negative","Very badly",6,"a Leaver"
40,"Woman","South East","Conservative","Remain",3,"The Times","£40,000 to £44,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","D","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",1,"a Remainer"
71,"Man","East of England","Labour","Remain",8,"The Independent","£15,000 to £19,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C2","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
47,"Man","South East","Conservative","Remain",4,"Other Newspaper","£100,000 and over","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don’t know","Don't know","Don't know","Don't know",4,"Don’t know"
69,"Man","London","Conservative","Remain",6,"None","£35,000 to £39,999 per year","Not Asked or missing","17-18","Other technical, professional or higher qualification","A","Retired","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
57,"Man","East Midlands","Labour","Leave",6,"The Guardian","£10,000 to £14,999 per year","Not Asked or missing","17-18","City & Guilds certificate","D","Working full time (30 or more hours per week)","Self-employed","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Somewhat positive effect","Neither positive nor negative","Very badly",7,"a Leaver"
32,"Man","Scotland","Liberal Democrat","Remain",9,"The Daily Mail / The Scottish Daily Mail","£35,000 to £39,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
47,"Woman","North West","Liberal Democrat","Leave",3,"None","Prefer not to answer","Not Asked or missing","17-18","Clerical and commercial","A","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Don't know",8,"Neither a Leaver nor a Remainer"
69,"Woman","London","Conservative","Leave",0,"The Guardian","Prefer not to answer","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Somewhat positive effect","Neither positive nor negative","Fairly badly",8,"a Leaver"
38,"Man","West Midlands","Conservative","Did not vote",6,"The Daily Mail / The Scottish Daily Mail","£35,000 to £39,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Other","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Neither positive nor negative","Fairly well",7,"Neither a Leaver nor a Remainer"
34,"Woman","West Midlands","Labour","Remain",9,"The Times","£20,000 to £24,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly well",0,"a Remainer"
40,"Man","South East","Conservative","Leave",8,"The Independent","£25,000 to £29,999 per year","Not Asked or missing","16","City & Guilds certificate","B","Working full time (30 or more hours per week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Don’t know","Somewhat positive effect","Neither positive nor negative","Fairly well",2,"Neither a Leaver nor a Remainer"
33,"Woman","East of England","Other","Leave",5,"Other Newspaper","Don't know","Not Asked or missing","17-18","GCE A level or Higher Certificate","D","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Don't know","Don't know","Don't know",7,"Don’t know"
29,"Woman","Wales","Labour","Remain",0,"None","£20,000 to £24,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","E","Working full time (30 or more hours per week)","Charity/voluntary sector","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
38,"Man","West Midlands","Conservative","Leave",6,"The Guardian","£40,000 to £44,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don’t know","Neither positive nor negative","Somewhat negative effect","Don't know",3,"Neither a Leaver nor a Remainer"
69,"Man","South West","Labour","Remain",9,"The Daily Mail / The Scottish Daily Mail","£15,000 to £19,999 per year","Not Asked or missing","16","Other technical, professional or higher qualification","C1","Retired","Other public sector employer (e.g. Central Government)","Other","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
45,"Woman","North West","DK or did not vote","Remain",1,"The Times","Prefer not to answer","Not Asked or missing","17-18","Prefer not to say","B","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Other","Don’t know","Don't know","Don't know","Don't know",5,"Neither a Leaver nor a Remainer"
71,"Woman","North West","Conservative","Leave",2,"The Independent","£10,000 to £14,999 per year","Not Asked or missing","17-18","City & Guilds certificate","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Don't know",0,"a Leaver"
71,"Woman","South West","Labour","Remain",3,"None","£10,000 to £14,999 per year","Not Asked or missing","20+","Teaching qualification (not degree)","C1","Retired","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
47,"Woman","East Midlands","Conservative","Leave",2,"The Guardian","£5,000 to £9,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C2","Working full time (30 or more hours per week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Neither positive nor negative","Fairly well",4,"Neither a Leaver nor a Remainer"
32,"Woman","North West","Labour","Remain",3,"The Daily Mail / The Scottish Daily Mail","£20,000 to £24,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
44,"Woman","London","Conservative","Leave",8,"None","Prefer not to answer","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","D","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Very positive effect","Fairly badly",1,"a Leaver"
69,"Woman","West Midlands","Conservative","Leave",7,"The Guardian","Don't know","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working part time (Less than 8 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Fairly well",6,"a Leaver"
65,"Man","Scotland","UKIP","Cannot remember",3,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Not Asked or missing","16","City & Guilds certificate","C2","Working full time (30 or more hours per week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Don't know","Neither positive nor negative","Very badly",10,"a Remainer"
39,"Man","London","Conservative","Remain",8,"None","£100,000 and over","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
71,"Woman","North West","DK or did not vote","Leave",10,"The Guardian","£35,000 to £39,999 per year","Not Asked or missing","19","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Very badly",10,"a Leaver"
68,"Woman","Yorkshire and the Humber","Conservative","Remain",2,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
61,"Man","London","Other","Leave",0,"The Times","under £5,000 per year","Not Asked or missing","15 or under","No formal qualifications","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Other","Right","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
28,"Woman","Scotland","UKIP","Did not vote",1,"None","£15,000 to £19,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","D","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Don’t know","Neither positive nor negative","Somewhat negative effect","Fairly badly",5,"Neither a Leaver nor a Remainer"
46,"Man","East of England","Conservative","Leave",10,"The Guardian","£70,000 to £99,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Don't know","Fairly badly",6,"Neither a Leaver nor a Remainer"
46,"Man","Yorkshire and the Humber","DK or did not vote","Did not vote",0,"The Daily Mail / The Scottish Daily Mail","£30,000 to £34,999 per year","Not Asked or missing","15 or under","City & Guilds certificate","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",5,"Neither a Leaver nor a Remainer"
47,"Woman","London","Conservative","Leave",5,"The Times","Don't know","Not Asked or missing","16","Don't know","D","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Somewhat positive effect","Neither positive nor negative","Fairly well",10,"Neither a Leaver nor a Remainer"
76,"Man","East of England","Conservative","Did not vote",2,"The Independent","£10,000 to £14,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Retired","Self-employed","Other","Wrong","Don't know","Neither positive nor negative","Fairly well",5,"a Remainer"
29,"Woman","North West","DK or did not vote","Remain",4,"Other Newspaper","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","D","Working full time (30 or more hours per week)","Self-employed","Other","Wrong","Very negative effect","Don't know","Very badly",0,"a Remainer"
61,"Man","South East","Liberal Democrat","Leave",10,"None","£10,000 to £14,999 per year","Not Asked or missing","20+","Other technical, professional or higher qualification","C1","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Neither positive nor negative","Fairly well",3,"a Leaver"
78,"Man","South East","Other","Leave",1,"The Guardian","£10,000 to £14,999 per year","Not Asked or missing","15 or under","Other technical, professional or higher qualification","E","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",8,"a Leaver"
56,"Woman","Wales","Labour","Remain",7,"The Daily Mail / The Scottish Daily Mail","£5,000 to £9,999 per year","Not Asked or missing","17-18","University diploma","E","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Neither positive nor negative","Very badly",5,"a Remainer"
59,"Woman","South West","Conservative","Leave",8,"None","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Very positive effect","Somewhat positive effect","Fairly badly",2,"a Leaver"
69,"Woman","South East","Liberal Democrat","Leave",8,"The Guardian","£35,000 to £39,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","B","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Neither positive nor negative","Fairly badly",9,"a Leaver"
38,"Woman","South West","Conservative","Remain",7,"The Daily Mail / The Scottish Daily Mail","£25,000 to £29,999 per year","Not Asked or missing","19","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Neither positive nor negative","Neither positive nor negative","Fairly badly",2,"a Remainer"
29,"Man","South East","Conservative","Remain",6,"The Times","£50,000 to £59,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
