age,sex,region,GEvote2015,EURef2016,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE2,work_stat,work_organisation,work_type,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
42,"Woman","East of England","UKIP","Leave","","","under £5,000 per year","Not Asked or missing","16","City & Guilds certificate - advanced","C2","Not working","Self-employed","Other","Right","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
67,"Man","South East","Conservative","Leave","","","£25,000 to £29,999 per year","Not Asked or missing","20+","Teaching qualification (not degree)","B","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Somewhat positive effect","Fairly badly",10,"a Leaver"
77,"Woman","London","Conservative","Leave","","","£5,000 to £9,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","E","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Neither positive nor negative","Neither positive nor negative","Don't know",6,"Neither a Leaver nor a Remainer"
82,"Man","Yorkshire and the Humber","Conservative","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","15 or under","No formal qualifications","E","Retired","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Neither positive nor negative","Don't know","Don't know",3,"Neither a Leaver nor a Remainer"
72,"Man","West Midlands","UKIP","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","16","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C2","Retired","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Neither positive nor negative","Don't know",10,"a Leaver"
33,"Woman","South East","DK or did not vote","Leave","","","£5,000 to £9,999 per year","Not Asked or missing","20+","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Not working","Have never worked","Have never worked","Right","Very positive effect","Very positive effect","Fairly well",10,"a Leaver"
68,"Woman","Yorkshire and the Humber","Labour","Leave","","","Don't know","Not Asked or missing","17-18","GCE A level or Higher Certificate","D","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Neither positive nor negative","Don't know","Very badly",10,"a Leaver"
56,"Woman","Yorkshire and the Humber","DK or did not vote","Leave","","","£35,000 to £39,999 per year","Not Asked or missing","16","Other technical, professional or higher qualification","A","Working full time (30 or more hours per week)","Self-employed","Other","Right","Somewhat positive effect","Somewhat positive effect","Don't know",3,"a Leaver"
33,"Woman","South East","Conservative","Leave","","","£30,000 to £34,999 per year","Not Asked or missing","17-18","Clerical and commercial","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Very positive effect","Fairly well",10,"a Leaver"
67,"Man","London","Liberal Democrat","Remain","","","£30,000 to £34,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","A","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
78,"Man","South East","Conservative","Leave","","","Prefer not to answer","Not Asked or missing","17-18","GCE A level or Higher Certificate","B","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Very positive effect","Fairly well",5,"a Leaver"
41,"Man","Scotland","Other","Remain","","","£20,000 to £24,999 per year","Not Asked or missing","17-18","Scottish Higher Certificate","C1","Working full time (30 or more hours per week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Fairly badly",4,"a Remainer"
64,"Man","East Midlands","UKIP","Leave","","","Prefer not to answer","Not Asked or missing","16","Other technical, professional or higher qualification","A","Retired","Nationalised industry or public corporation (e.g. Post Office)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Don't know","Don't know","Don't know",8,"a Leaver"
61,"Man","South West","DK or did not vote","Did not vote","","","Prefer not to answer","Not Asked or missing","15 or under","No formal qualifications","C1","Not working","Self-employed","Other","Don’t know","Neither positive nor negative","Neither positive nor negative","Fairly badly",9,"Neither a Leaver nor a Remainer"
55,"Man","South East","Liberal Democrat","Leave","","","£60,000 to £69,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Very positive effect","Fairly well",4,"a Leaver"
62,"Man","Scotland","Other","Remain","","","£5,000 to £9,999 per year","Not Asked or missing","17-18","Scottish Higher Certificate","C1","Not working","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Don't know","Don't know","Don't know",5,"a Remainer"
67,"Woman","North East","Labour","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","15 or under","No formal qualifications","E","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Neither positive nor negative","Fairly well",8,"a Leaver"
72,"Man","North West","Conservative","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","16","Other technical, professional or higher qualification","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Neither positive nor negative","Neither positive nor negative","Fairly well",4,"a Remainer"
44,"Woman","South West","Conservative","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","17-18","Other technical, professional or higher qualification","C1","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Neither positive nor negative","Don't know",5,"Don’t know"
72,"Woman","West Midlands","Conservative","Leave","","","£25,000 to £29,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C1","Working part time (8-29 hours a week)","Self-employed","Other","Right","Somewhat positive effect","Neither positive nor negative","Fairly badly",7,"a Leaver"
67,"Man","Wales","Liberal Democrat","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","15 or under","No formal qualifications","E","Retired","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Somewhat positive effect","Somewhat negative effect","Very badly",7,"a Remainer"
71,"Woman","London","Labour","Leave","","","£5,000 to £9,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","E","Retired","Charity/voluntary sector","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Don't know","Very badly",5,"a Leaver"
60,"Woman","London","Conservative","Remain","","","Prefer not to answer","Not Asked or missing","20+","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","B","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",4,"a Remainer"
67,"Man","Wales","Conservative","Remain","","","£40,000 to £44,999 per year","Not Asked or missing","15 or under","City & Guilds certificate","C1","Retired","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat positive effect","Neither positive nor negative","Very well",7,"a Remainer"
64,"Man","East Midlands","Labour","Remain","","","£5,000 to £9,999 per year","Not Asked or missing","19","GCE A level or Higher Certificate","C1","Working part time (Less than 8 hours a week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Don't know","Very badly",2,"a Remainer"
68,"Woman","South West","UKIP","Leave","","","Don't know","Not Asked or missing","15 or under","No formal qualifications","E","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Somewhat negative effect","Somewhat negative effect","Fairly well",9,"a Leaver"
56,"Man","West Midlands","Conservative","Remain","","","£40,000 to £44,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working full time (30 or more hours per week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Don't know","Don't know",4,"a Remainer"
59,"Man","South East","Liberal Democrat","Remain","","","£35,000 to £39,999 per year","Not Asked or missing","15 or under","City & Guilds certificate - advanced","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
51,"Woman","North West","Conservative","Leave","","","Prefer not to answer","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Neither positive nor negative","Fairly well",3,"Neither a Leaver nor a Remainer"
67,"Man","East of England","UKIP","Remain","","","£30,000 to £34,999 per year","Not Asked or missing","Still at school/Full time student","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C2","Retired","Nationalised industry or public corporation (e.g. Post Office)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Very negative effect","Very negative effect","Very badly",6,"a Remainer"
50,"Man","North West","DK or did not vote","Did not vote","","","Prefer not to answer","Not Asked or missing","17-18","Prefer not to say","E","Not working","Have never worked","Have never worked","Wrong","Very negative effect","Very negative effect","Very badly",1,"Neither a Leaver nor a Remainer"
46,"Woman","London","DK or did not vote","Remain","","","Prefer not to answer","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Very badly",1,"a Remainer"
54,"Woman","East of England","DK or did not vote","Leave","","","Prefer not to answer","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Full time student","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Very badly",8,"a Leaver"
54,"Woman","Scotland","Other","Remain","","","£20,000 to £24,999 per year","Not Asked or missing","20+","Other technical, professional or higher qualification","C2","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Other","Wrong","Somewhat negative effect","Neither positive nor negative","Very badly",10,"a Remainer"
37,"Woman","London","Liberal Democrat","Remain","","","£25,000 to £29,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Somewhat negative effect","Neither positive nor negative","Very badly",3,"Neither a Leaver nor a Remainer"
53,"Woman","North West","DK or did not vote","Leave","","","£5,000 to £9,999 per year","Not Asked or missing","16","No formal qualifications","E","Other","Other","Other","Right","Very positive effect","Somewhat positive effect","Fairly badly",2,"a Leaver"
66,"Woman","Scotland","Other","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","E","Retired","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
63,"Woman","South East","UKIP","Leave","","","under £5,000 per year","Not Asked or missing","16","ONC","C2","Retired","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Fairly badly",5,"a Leaver"
54,"Woman","South East","Green","Remain","","","£35,000 to £39,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","B","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
45,"Woman","South West","UKIP","Remain","","","£5,000 to £9,999 per year","Not Asked or missing","16","CSE grades 2-5","D","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Somewhat positive effect","Somewhat positive effect","Very badly",5,"Neither a Leaver nor a Remainer"
64,"Woman","Yorkshire and the Humber","Labour","Remain","","","Prefer not to answer","Not Asked or missing","17-18","ONC","B","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Don't know","Don't know","Fairly badly",7,"a Leaver"
43,"Woman","East Midlands","UKIP","Leave","","","Don't know","Not Asked or missing","Can't remember","Don't know","C2","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Other","Right","Very positive effect","Don't know","Don't know",5,"a Leaver"
74,"Woman","North West","Conservative","Leave","","","£5,000 to £9,999 per year","Not Asked or missing","15 or under","Teaching qualification (not degree)","C1","Working part time (8-29 hours a week)","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Fairly well",6,"a Leaver"
52,"Man","Scotland","Other","Remain","","","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working full time (30 or more hours per week)","Self-employed","Other","Don’t know","Neither positive nor negative","Neither positive nor negative","Very badly",5,"Neither a Leaver nor a Remainer"
34,"Woman","North East","Labour","Remain","","","£5,000 to £9,999 per year","Not Asked or missing","20+","Other technical, professional or higher qualification","B","Working part time (Less than 8 hours a week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",4,"a Remainer"
66,"Man","Yorkshire and the Humber","Labour","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","16","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
68,"Woman","South West","Conservative","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",5,"Neither a Leaver nor a Remainer"
76,"Man","North East","Conservative","Leave","","","£20,000 to £24,999 per year","Not Asked or missing","19","City & Guilds certificate","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
67,"Man","South East","UKIP","Remain","","","£30,000 to £34,999 per year","Not Asked or missing","19","GCE A level or Higher Certificate","B","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Neither positive nor negative","Very badly",7,"a Remainer"
77,"Man","South East","Conservative","Leave","","","£25,000 to £29,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","D","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Somewhat positive effect","Fairly badly",9,"Neither a Leaver nor a Remainer"
60,"Woman","South East","Labour","Leave","","","Prefer not to answer","Not Asked or missing","15 or under","CSE grade 1, GCE O level, GCSE, School Certificate","E","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Somewhat negative effect","Very badly",10,"Neither a Leaver nor a Remainer"
52,"Man","London","Labour","Remain","","","£20,000 to £24,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
62,"Man","South East","Conservative","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","17-18","City & Guilds certificate","E","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Very positive effect","Don't know",8,"a Leaver"
64,"Woman","Yorkshire and the Humber","Labour","Remain","","","Prefer not to answer","Not Asked or missing","20+","Teaching qualification (not degree)","A","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",5,"Neither a Leaver nor a Remainer"
32,"Woman","Wales","DK or did not vote","Did not vote","","","£5,000 to £9,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C2","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Very positive effect","Fairly badly",10,"a Leaver"
53,"Woman","Yorkshire and the Humber","Labour","Remain","","","£25,000 to £29,999 per year","Not Asked or missing","17-18","Clerical and commercial","A","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Neither positive nor negative","Somewhat negative effect","Fairly badly",7,"a Remainer"
53,"Man","North West","UKIP","Leave","","","£25,000 to £29,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Don’t know","Somewhat negative effect","Somewhat negative effect","Fairly badly",9,"Don’t know"
61,"Woman","Scotland","Other","Remain","","","Prefer not to answer","Not Asked or missing","15 or under","No formal qualifications","C1","Retired","Nationalised industry or public corporation (e.g. Post Office)","Other","Wrong","Very negative effect","Neither positive nor negative","Very badly",4,"a Remainer"
71,"Man","Yorkshire and the Humber","Conservative","Remain","","","£60,000 to £69,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
38,"Woman","South West","Liberal Democrat","Remain","","","£30,000 to £34,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
35,"Woman","East of England","Conservative","Remain","","","£40,000 to £44,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Working full time (30 or more hours per week)","Charity/voluntary sector","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Don't know","Fairly badly",5,"a Remainer"
35,"Woman","Scotland","DK or did not vote","Remain","","","Prefer not to answer","Not Asked or missing","17-18","Other technical, professional or higher qualification","B","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",4,"a Remainer"
80,"Woman","South West","Conservative","Leave","","","Prefer not to answer","Not Asked or missing","16","City & Guilds certificate - advanced","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Don't know",3,"a Leaver"
61,"Man","South East","UKIP","Leave","","","£25,000 to £29,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working part time (Less than 8 hours a week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Very positive effect","Fairly badly",8,"a Leaver"
68,"Man","East of England","UKIP","Leave","","","Prefer not to answer","Not Asked or missing","15 or under","Teaching qualification (not degree)","B","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Very positive effect","Fairly badly",10,"a Leaver"
55,"Man","West Midlands","Conservative","Leave","","","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","D","Working part time (Less than 8 hours a week)","Self-employed","Other","Right","Very positive effect","Neither positive nor negative","Fairly badly",6,"a Leaver"
56,"Woman","South East","DK or did not vote","Leave","","","£25,000 to £29,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Somewhat positive effect","Fairly badly",8,"a Leaver"
54,"Woman","West Midlands","Liberal Democrat","Leave","","","£20,000 to £24,999 per year","Not Asked or missing","17-18","Other technical, professional or higher qualification","A","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Somewhat negative effect","Neither positive nor negative","Very badly",7,"a Leaver"
61,"Man","South West","UKIP","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","15 or under","No formal qualifications","E","Unemployed","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Neither positive nor negative","Somewhat positive effect","Very badly",10,"a Leaver"
41,"Woman","South East","Green","Remain","","","£35,000 to £39,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",1,"a Remainer"
38,"Woman","South East","Labour","Remain","","","£20,000 to £24,999 per year","Not Asked or missing","16","City & Guilds certificate - advanced","D","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
37,"Woman","London","Labour","Remain","","","£100,000 and over","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","B","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
71,"Man","West Midlands","Labour","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","16","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Retired","Charity/voluntary sector","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very positive effect","Somewhat positive effect","Very badly",5,"a Remainer"
29,"Woman","South East","DK or did not vote","Leave","","","Prefer not to answer","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don’t know","Neither positive nor negative","Neither positive nor negative","Don't know",5,"Neither a Leaver nor a Remainer"
52,"Woman","South East","Liberal Democrat","Remain","","","£20,000 to £24,999 per year","Not Asked or missing","17-18","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","C1","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Fairly badly",5,"a Remainer"
35,"Woman","South West","Conservative","Leave","","","£25,000 to £29,999 per year","Not Asked or missing","17-18","Don't know","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Neither positive nor negative","Don't know",5,"a Leaver"
61,"Woman","South East","Liberal Democrat","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C1","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
40,"Woman","South West","Labour","Remain","","","£20,000 to £24,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","Fairly badly",0,"a Remainer"
56,"Man","South West","Conservative","Remain","","","Prefer not to answer","Not Asked or missing","17-18","Other technical, professional or higher qualification","C1","Working full time (30 or more hours per week)","Self-employed","Other","Right","Very positive effect","Neither positive nor negative","Fairly well",3,"Neither a Leaver nor a Remainer"
54,"Woman","East of England","Conservative","Remain","","","£35,000 to £39,999 per year","Not Asked or missing","17-18","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","A","Working part time (8-29 hours a week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Don't know","Fairly badly",5,"a Remainer"
51,"Woman","North East","Labour","Remain","","","under £5,000 per year","Not Asked or missing","15 or under","No formal qualifications","D","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",2,"Neither a Leaver nor a Remainer"
66,"Woman","Scotland","Other","Remain","","","Prefer not to answer","Not Asked or missing","15 or under","Clerical and commercial","A","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Don't know","Don't know","Very badly",8,"Neither a Leaver nor a Remainer"
66,"Man","East of England","Liberal Democrat","Remain","","","£25,000 to £29,999 per year","Not Asked or missing","15 or under","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
